subject_code_1;subject_code_2;popularity_score
05.567;05.585;0.005537
05.567;05.586;0.054945
05.567;05.587;0.178571
05.567;05.588;0.333333
05.567;05.589;0.030211
05.567;05.590;0.008772
05.567;05.591;0.013532
05.567;05.592;0.454545
05.567;05.593;0.064103
05.567;05.594;0.277778
05.567;05.595;0.006502
05.567;05.596;0.015198
05.567;05.597;0.11236
05.567;05.598;0.153846
05.567;05.599;0.149254
05.567;05.600;0.172414
05.567;05.601;0.136986
05.567;05.604;0.098039
05.567;05.607;0.172414
05.567;05.611;0.014599
05.567;05.613;0.040323
05.567;05.614;0.050251
05.567;05.615;0.005198
05.567;05.616;0.204082
05.567;22.400;0.30303
05.568;05.554;0.769231
05.568;05.555;0.081301
05.568;05.556;0.384615
05.568;05.557;0.008368
05.568;05.558;0.018553
05.568;05.559;0.144928
05.568;05.560;0.181818
05.568;05.561;0.181818
05.568;05.562;0.149254
05.568;05.563;0.172414
05.568;05.564;0.123457
05.568;05.565;0.204082
05.568;05.566;0.013158
05.568;05.567;0.051546
05.568;05.568;0
05.568;05.569;0.012195
05.568;05.570;0.01292
05.568;05.571;0.01773
05.568;05.572;0.020877
05.568;05.573;0.013755
05.568;05.574;0.059524
05.568;05.575;0.021598
05.568;05.576;0.322581
05.568;05.577;0.16129
05.568;05.578;0.09901
05.568;05.579;0.073529
05.568;05.580;0.25
05.568;05.581;0.454545
05.568;05.582;0.02193
05.568;05.583;0.357143
05.568;05.584;0.138889
05.568;05.585;0.018215
05.568;05.586;0.09434
05.568;05.587;0.25641
05.568;05.588;0.588235
05.568;05.589;0.045662
05.568;05.590;0.016313
05.568;05.591;0.050251
05.568;05.592;0.555556
05.568;05.593;0.090909
05.568;05.594;0.25641
05.568;05.595;0.027624
05.568;05.596;0.041667
05.568;05.597;0.181818
05.568;05.598;0.185185
05.568;05.599;0.227273
05.568;05.600;0.181818
05.568;05.601;0.192308
05.568;05.604;0.125
05.568;05.607;0.15873
05.568;05.611;0.008897
05.568;05.613;0.045455
05.568;05.614;0.076923
05.568;05.615;0.024213
05.568;05.616;0.344828
05.568;22.400;0.27027
05.569;05.554;0.040984
05.569;05.555;0.007102
05.569;05.556;0.227273
05.569;05.557;0.384615
05.569;05.558;0.007168
05.569;05.559;0.010941
05.569;05.560;0.014514
05.569;05.561;0.023697
05.569;05.562;0.010081
05.569;05.563;0.006734
05.569;05.564;0.010395
05.569;05.565;0.015221
05.569;05.566;0.010776
05.569;05.567;0.01996
05.569;05.568;0.01355
05.569;05.569;0
05.569;05.570;0.029326
05.569;05.571;0.016051
05.569;05.572;0.018349
05.569;05.573;0.009381
05.569;05.574;0.063694
05.569;05.575;0.020747
05.569;05.576;0.27027
05.569;05.577;0.151515
05.569;05.578;0.103093
05.569;05.579;0.09009
05.569;05.580;0.454545
05.569;05.581;0.5
05.569;05.582;0.026455
05.569;05.583;0.555556
05.569;05.584;0.086957
05.569;05.585;0.017794
05.569;05.586;0.05988
05.569;05.587;0.185185
05.569;05.588;0.384615
05.569;05.589;0.032258
05.569;05.590;0.012285
05.569;05.591;0.059524
05.569;05.592;0.47619
05.569;05.593;0.053191
05.569;05.594;0.277778
05.569;05.595;0.028571
05.569;05.596;0.041322
05.569;05.597;0.133333
05.569;05.598;0.163934
05.569;05.599;0.188679
05.569;05.600;0.131579
05.569;05.601;0.196078
05.569;05.604;0.092593
05.569;05.607;0.140845
05.569;05.611;0.01221
05.569;05.613;0.051546
05.569;05.614;0.119048
05.569;05.615;0.026385
05.569;05.616;0.3125
05.569;22.400;0.434783
05.570;05.554;0.012255
05.570;05.555;0.020619
05.570;05.556;0.00449
05.570;05.557;0.028011
05.570;05.558;0.024938
05.570;05.559;0.015528
05.570;05.560;0.060976
05.570;05.561;0.019881
05.570;05.562;0.416667
05.570;05.563;0.188679
05.570;05.564;0.113636
05.570;05.565;0.09009
05.570;05.566;0.285714
05.570;05.567;0.5
05.570;05.568;0.037175
05.570;05.569;0.3125
05.570;05.570;0
05.570;05.571;0.020747
05.570;05.572;0.025063
05.570;05.573;0.014124
05.570;05.574;0.050505
05.570;05.575;0.021097
05.570;05.576;0.416667
05.570;05.577;0.263158
05.570;05.578;0.166667
05.570;05.579;0.07874
05.570;05.580;0.322581
05.570;05.581;0.588235
05.570;05.582;0.054645
05.570;05.583;0.47619
05.570;05.584;0.178571
05.570;05.585;0.01675
05.570;05.586;0.140845
05.570;05.587;0.4
05.570;05.588;0.555556
05.570;05.589;0.056818
05.570;05.590;0.012346
05.570;05.591;0.041494
05.570;05.592;0.833333
05.570;05.593;0.140845
05.570;05.594;0.555556
05.570;05.595;0.021834
05.570;05.596;0.051282
05.570;05.597;0.232558
05.570;05.598;0.333333
05.570;05.599;0.3125
05.570;05.600;0.27027
05.570;05.601;0.384615
05.570;05.604;0.196078
05.570;05.607;0.277778
05.570;05.611;0.018018
05.570;05.613;0.068493
05.570;05.614;0.003704
05.570;05.615;0.020367
05.570;05.616;0.322581
05.570;22.400;0.078125
05.571;05.554;0.163934
05.571;05.555;0.016835
05.571;05.556;0.123457
05.571;05.557;0.416667
05.571;05.558;0.526316
05.571;05.559;0.057803
05.571;05.560;0.014045
05.571;05.561;0.036765
05.571;05.562;0.769231
05.571;05.563;0.114943
05.571;05.564;0.322581
05.571;05.565;0.020921
05.571;05.566;0.051282
05.571;05.567;0.294118
05.571;05.568;0.25641
05.571;05.569;0.333333
05.571;05.570;0.263158
05.571;05.571;0
05.571;05.572;0.017483
05.571;05.573;0.014535
05.571;05.574;0.053191
05.571;05.575;0.016051
05.571;05.576;0.2
05.571;05.577;0.196078
05.571;05.578;0.136986
05.571;05.579;0.097087
05.571;05.580;0.12987
05.571;05.581;0.217391
05.571;05.582;0.019231
05.571;05.583;0.175439
05.571;05.584;0.070922
05.571;05.585;0.014663
05.571;05.586;0.059172
05.571;05.587;0.102041
05.571;05.588;0.27027
05.571;05.589;0.02331
05.571;05.590;0.013055
05.571;05.591;0.041322
05.571;05.592;0.416667
05.571;05.593;0.04902
05.571;05.594;0.285714
05.571;05.595;0.025974
05.571;05.596;0.039062
05.571;05.597;0.104167
05.571;05.598;0.2
05.571;05.599;0.169492
05.571;05.600;0.113636
05.571;05.601;0.147059
05.571;05.604;0.071942
05.571;05.607;0.10989
05.571;05.611;0.018116
05.571;05.613;0.04065
05.571;05.614;0.06993
05.571;05.615;0.021645
05.571;05.616;0.3125
05.571;22.400;0.227273
05.572;05.554;0.227273
05.572;05.555;0.166667
05.572;05.556;0.27027
05.572;05.557;0.016155
05.572;05.558;0.057143
05.572;05.559;0.005482
05.572;05.560;0.018416
05.572;05.561;0.434783
05.572;05.562;0.121951
05.572;05.563;0.01004
05.572;05.564;0.010776
05.572;05.565;0.020534
05.572;05.566;0.00738
05.572;05.567;0.003833
05.572;05.568;0.007502
05.572;05.569;0.011351
05.572;05.570;0.007092
05.572;05.571;0.019763
05.572;05.572;0
05.572;05.573;0.021097
05.572;05.574;0.015873
05.572;05.575;0.007072
05.572;05.576;0.238095
05.572;05.577;0.147059
05.572;05.578;0.102041
05.572;05.579;0.060241
05.572;05.580;0.133333
05.572;05.581;0.212766
05.572;05.582;0.015601
05.572;05.583;0.16129
05.572;05.584;0.070922
05.572;05.585;0.009116
05.572;05.586;0.046948
05.572;05.587;0.120482
05.572;05.588;0.357143
05.572;05.589;0.021413
05.572;05.590;0.019157
05.572;05.591;0.016129
05.572;05.592;0.47619
05.572;05.593;0.057471
05.572;05.594;0.285714
05.572;05.595;0.013699
05.572;05.596;0.041152
05.572;05.597;0.09009
05.572;05.598;0.172414
05.572;05.599;0.151515
05.572;05.600;0.133333
05.572;05.601;0.131579
05.572;05.604;0.074627
05.572;05.607;0.133333
05.572;05.611;0.018762
05.572;05.613;0.031949
05.572;05.614;0.083333
05.572;05.615;0.012469
05.572;05.616;0.344828
05.572;22.400;0.333333
05.573;05.554;0.010695
05.573;05.555;0.010341
05.573;05.556;0.018762
05.573;05.557;0.005025
05.573;05.558;0.014514
05.573;05.559;0.021142
05.573;05.560;0.01227
05.573;05.561;0.041841
05.573;05.562;0.017762
05.573;05.563;0.3125
05.573;05.564;0.172414
05.573;05.565;0.091743
05.573;05.566;0.068493
05.573;05.567;0.294118
05.573;05.568;0.434783
05.573;05.569;0.042735
05.573;05.570;0.416667
