subject_code_1;subject_code_2;n_cooc;difficulty_score_both
05.570;05.594;36;0.027778
05.570;05.595;556;0.01259
05.570;05.596;343;0.014577
05.570;05.597;111;0.009009
05.570;05.598;147;0.006803
05.570;05.599;71;0.042254
05.570;05.600;74;0.027027
05.570;05.601;77;0.103896
05.570;05.604;86;0.069767
05.570;05.607;67;0.089552
05.570;05.611;1298;0.114022
05.570;05.613;477;0.025157
05.570;05.614;3371;0.182735
05.570;05.615;885;0
05.570;05.616;77;0.012987
05.570;22.400;128;0.21875
05.571;05.554;119;0.008403
05.571;05.555;1035;0.033816
05.571;05.556;148;0.047297
05.571;05.557;61;0.016393
05.571;05.558;105;0
05.571;05.559;325;0.024615
05.571;05.560;1204;0.040698
05.571;05.561;538;0.013011
05.571;05.562;40;0
05.571;05.563;157;0.031847
05.571;05.564;59;0
05.571;05.565;581;0.005164
05.571;05.566;315;0.003175
05.571;05.567;94;0.010638
05.571;05.568;152;0
05.571;05.569;67;0.014925
05.571;05.570;84;0
05.571;05.571;0;0
05.571;05.572;1022;0.043053
05.571;05.573;1161;0.092162
05.571;05.574;343;0.008746
05.571;05.575;1097;0.059253
05.571;05.576;111;0.081081
05.571;05.577;117;0.034188
05.571;05.578;167;0.02994
05.571;05.579;277;0.039711
05.571;05.580;132;0.113636
05.571;05.581;102;0.098039
05.571;05.582;934;0.086724
05.571;05.583;111;0.135135
05.571;05.584;231;0.121212
05.571;05.585;1197;0.08939
05.571;05.586;295;0.108475
05.571;05.587;167;0.071856
05.571;05.588;127;0.03937
05.571;05.589;782;0.098465
05.571;05.590;1341;0.086503
05.571;05.591;463;0.012959
05.571;05.592;53;0.037736
05.571;05.593;306;0.03268
05.571;05.594;77;0.038961
05.571;05.595;470;0.014894
05.571;05.596;387;0.041344
05.571;05.597;182;0.038462
05.571;05.598;139;0
05.571;05.599;102;0
05.571;05.600;141;0.007092
05.571;05.601;138;0.050725
05.571;05.604;211;0.075829
05.571;05.607;135;0.118519
05.571;05.611;1072;0.060634
05.571;05.613;517;0.040619
05.571;05.614;332;0.096386
05.571;05.615;690;0.002899
05.571;05.616;77;0
05.571;22.400;44;0.068182
05.572;05.554;89;0
05.572;05.555;109;0.027523
05.572;05.556;65;0
05.572;05.557;1330;0.046617
05.572;05.558;507;0.003945
05.572;05.559;2348;0.120102
05.572;05.560;893;0
05.572;05.561;52;0
05.572;05.562;82;0.121951
05.572;05.563;2224;0.080935
05.572;05.564;2585;0.200387
05.572;05.565;1137;0.039578
05.572;05.566;2844;0.075598
05.572;05.567;5308;0.288056
05.572;05.568;2394;0.147034
05.572;05.569;1649;0.035173
05.572;05.570;2517;0.111641
05.572;05.571;1304;0.032975
05.572;05.572;0;0
05.572;05.573;1019;0.049068
05.572;05.574;805;0.006211
05.572;05.575;2129;0.035228
05.572;05.576;100;0.02
05.572;05.577;157;0.006369
05.572;05.578;203;0.014778
05.572;05.579;403;0.007444
05.572;05.580;112;0.008929
05.572;05.581;104;0.067308
05.572;05.582;983;0.043744
05.572;05.583;103;0.048544
05.572;05.584;221;0.031674
05.572;05.585;1678;0.036949
05.572;05.586;315;0.031746
05.572;05.587;142;0.021127
05.572;05.588;131;0
05.572;05.589;681;0.0558
05.572;05.590;1081;0.047179
05.572;05.591;868;0.002304
05.572;05.592;58;0.034483
05.572;05.593;257;0.015564
05.572;05.594;60;0.033333
05.572;05.595;798;0.005013
05.572;05.596;364;0.013736
05.572;05.597;219;0.013699
05.572;05.598;202;0.014851
05.572;05.599;145;0.013793
05.572;05.600;119;0.016807
05.572;05.601;143;0.034965
05.572;05.604;183;0.010929
05.572;05.607;114;0.035088
05.572;05.611;1098;0.015483
05.572;05.613;659;0.021244
05.572;05.614;248;0.052419
05.572;05.615;1189;0
05.572;05.616;79;0
05.572;22.400;30;0
05.573;05.554;1743;0.012048
05.573;05.555;1890;0.096296
05.573;05.556;1123;0.043633
05.573;05.557;3381;0.266489
05.573;05.558;1155;0.080519
05.573;05.559;1004;0.013944
05.573;05.560;1854;0.105178
05.573;05.561;379;0.002639
05.573;05.562;1252;0.023163
05.573;05.563;88;0.011364
05.573;05.564;151;0.013245
05.573;05.565;236;0
05.573;05.566;413;0
05.573;05.567;68;0
05.573;05.568;54;0
05.573;05.569;502;0.055777
05.573;05.570;58;0.034483
05.573;05.571;117;0.034188
05.573;05.572;1328;0.043675
05.573;05.573;0;0
05.573;05.574;318;0.006289
05.573;05.575;1009;0.044599
05.573;05.576;100;0.05
05.573;05.577;151;0.006623
05.573;05.578;225;0.004444
05.573;05.579;394;0.017766
05.573;05.580;86;0.046512
05.573;05.581;61;0.04918
05.573;05.582;784;0.080357
05.573;05.583;71;0.140845
05.573;05.584;165;0.09697
05.573;05.585;1104;0.089674
05.573;05.586;240;0.083333
05.573;05.587;90;0.044444
05.573;05.588;123;0
05.573;05.589;442;0.067873
05.573;05.590;1359;0.075791
05.573;05.591;511;0.007828
05.573;05.592;46;0
05.573;05.593;244;0.04918
05.573;05.594;66;0.060606
05.573;05.595;494;0.012146
05.573;05.596;412;0.033981
05.573;05.597;168;0.029762
05.573;05.598;187;0.016043
05.573;05.599;110;0.027273
05.573;05.600;137;0.029197
05.573;05.601;114;0.04386
05.573;05.604;157;0.044586
05.573;05.607;98;0.081633
05.573;05.611;1458;0.062414
05.573;05.613;623;0.032103
05.573;05.614;413;0.09201
05.573;05.615;814;0
05.573;05.616;103;0.019417
05.573;22.400;35;0.114286
05.574;05.554;176;0.068182
05.574;05.555;70;0
05.574;05.556;109;0
05.574;05.557;360;0.05
05.574;05.558;1426;0.043478
05.574;05.559;655;0.003053
05.574;05.560;43;0
05.574;05.561;165;0.024242
05.574;05.562;60;0
05.574;05.563;775;0.005161
05.574;05.564;473;0.021142
05.574;05.565;124;0.016129
05.574;05.566;148;0
05.574;05.567;81;0.012346
05.574;05.568;87;0.011494
05.574;05.569;104;0.048077
05.574;05.570;94;0.074468
05.574;05.571;72;0.041667
05.574;05.572;1502;0.058589
05.574;05.573;600;0.008333
05.574;05.574;0;0
05.574;05.575;741;0.004049
05.574;05.576;395;0.058228
05.574;05.577;49;0
05.574;05.578;74;0
05.574;05.579;209;0.009569
05.574;05.580;30;0
05.574;05.581;123;0.03252
05.574;05.582;259;0.015444
05.574;05.583;112;0.017857
05.574;05.584;71;0.028169
05.574;05.585;842;0.009501
05.574;05.586;128;0.007812
05.574;05.587;135;0.037037
05.574;05.588;32;0
05.574;05.589;294;0.02381
05.574;05.590;362;0.022099
05.574;05.591;1038;0.010597
05.574;05.592;120;0.033333
05.574;05.593;49;0
05.574;05.594;37;0
05.574;05.595;671;0
05.574;05.596;134;0
05.574;05.597;338;0.014793
05.574;05.598;132;0
05.574;05.599;158;0
05.574;05.600;36;0
05.574;05.601;170;0.017647
05.574;05.604;55;0
05.574;05.607;34;0
05.574;05.611;335;0.00597
05.574;05.613;167;0
05.574;05.614;123;0.03252
05.574;05.615;718;0
05.574;05.616;159;0.012579
05.574;22.400;26;0
05.575;05.554;387;0.144703
05.575;05.555;1213;0
05.575;05.556;66;0.015152
05.575;05.557;70;0.085714
05.575;05.558;1224;0.05719
05.575;05.559;1183;0.015216
05.575;05.560;1508;0.019894
05.575;05.561;2245;0.117595
05.575;05.562;1250;0.08
05.575;05.563;1708;0.034543
05.575;05.564;1616;0.053837
05.575;05.565;1476;0.055556
05.575;05.566;1549;0.023886
05.575;05.567;2178;0.085399
05.575;05.568;1731;0.07799
05.575;05.569;1791;0.137912
05.575;05.570;1228;0.038274
05.575;05.571;1071;0.028945
05.575;05.572;2003;0.082876
05.575;05.573;322;0.006211
05.575;05.574;1044;0.017241
05.575;05.575;0;0
05.575;05.576;126;0.031746
05.575;05.577;125;0.016
05.575;05.578;167;0.011976
05.575;05.579;352;0.019886
05.575;05.580;110;0.054545
05.575;05.581;123;0.097561
05.575;05.582;849;0.048292
05.575;05.583;120;0.091667
05.575;05.584;202;0.059406
05.575;05.585;1938;0.052116
05.575;05.586;278;0.028777
05.575;05.587;154;0.077922
05.575;05.588;130;0.007692
05.575;05.589;834;0.082734
05.575;05.590;1433;0.045359
05.575;05.591;1376;0.00436
05.575;05.592;49;0.040816
05.575;05.593;234;0.017094
05.575;05.594;69;0.043478
05.575;05.595;789;0.002535
05.575;05.596;571;0.008757
05.575;05.597;178;0.016854
05.575;05.598;176;0.005682
05.575;05.599;115;0.017391
05.575;05.600;135;0.014815
05.575;05.601;121;0.033058
05.575;05.604;173;0.046243
05.575;05.607;118;0.033898
05.575;05.611;930;0.021505
05.575;05.613;560;0.039286
05.575;05.614;348;0.043103
05.575;05.615;1954;0
05.575;05.616;103;0.019417
05.575;22.400;36;0.083333
05.576;05.554;100;0.05
05.576;05.555;153;0
05.576;05.556;241;0.012448
05.576;05.557;392;0
05.576;05.558;95;0.042105
05.576;05.559;54;0
05.576;05.560;668;0.053892
05.576;05.561;62;0.032258
05.576;05.562;163;0.03681
05.576;05.563;1157;0.054451
05.576;05.564;199;0.050251
05.576;05.565;95;0.031579
05.576;05.566;120;0
05.576;05.567;445;0.026966
05.576;05.568;1375;0.042182
05.576;05.569;487;0.008214
05.576;05.570;45;0
05.576;05.571;233;0.004292
05.576;05.572;75;0.026667
05.576;05.573;607;0.004942
05.576;05.574;457;0.019694
05.576;05.575;160;0.0125
05.576;05.576;0;0
05.576;05.577;13;0
05.576;05.578;21;0
05.576;05.579;54;0.037037
05.576;05.580;5;0.011236
05.576;05.581;54;0.092593
05.576;05.582;126;0.119048
05.576;05.583;43;0.162791
05.576;05.584;29;0
05.576;05.585;148;0.094595
05.576;05.586;34;0.029412
05.576;05.587;46;0.23913
05.576;05.588;5;0
05.576;05.589;151;0.10596
05.576;05.590;97;0.051546
05.576;05.591;225;0.084444
05.576;05.592;60;0.066667
05.576;05.593;13;0
05.576;05.594;11;0
05.576;05.595;47;0
05.576;05.596;37;0
05.576;05.597;360;0.061111
05.576;05.598;76;0.013158
05.576;05.599;112;0.008929
05.576;05.600;9;0.015748
05.576;05.601;85;0.105882
05.576;05.604;9;0.02381
05.576;05.607;10;0
05.576;05.611;111;0.045045
05.576;05.613;49;0.020408
05.576;05.614;38;0.052632
05.576;05.615;110;0
05.576;05.616;108;0.083333
05.576;22.400;6;0.027397
05.577;05.554;178;0.018868
05.577;05.555;92;0.070113
05.577;05.556;127;0.0064
05.577;05.557;126;0.013825
05.577;05.558;146;0
05.577;05.559;106;0.010204
05.577;05.560;1683;0.022222
05.577;05.561;625;0.012093
05.577;05.562;217;0.094992
05.577;05.563;877;0.221308
05.577;05.564;98;0.134529
05.577;05.565;45;0.046018
05.577;05.566;1902;0.099203
05.577;05.567;1937;0.066595
05.577;05.568;2431;0.017995
05.577;05.569;1338;0.081
05.577;05.570;1130;0.035019
05.577;05.571;1381;0.16447
05.577;05.572;931;0.068841
05.577;05.573;1167;0.033113
05.577;05.574;1000;0.072761
05.577;05.575;771;0.006061
05.577;05.576;1593;0.043931
05.577;05.577;0;0
05.577;05.578;275;0.105455
05.577;05.579;107;0
05.577;05.580;81;0.061728
05.577;05.581;10;0
05.577;05.582;106;0.028302
05.577;05.583;14;0
05.577;05.584;82;0.060976
05.577;05.585;145;0.027586
05.577;05.586;28;0.107143
05.577;05.587;13;0
05.577;05.588;33;0
05.577;05.589;130;0.053846
05.577;05.590;97;0.030928
05.577;05.591;69;0
05.577;05.592;18;0
05.577;05.593;57;0.017544
05.577;05.594;235;0.114894
05.577;05.595;47;0.042553
05.577;05.596;63;0.063492
05.577;05.597;13;0
05.577;05.598;22;0
05.577;05.599;9;0.010638
05.577;05.600;22;0
05.577;05.601;30;0.033333
05.577;05.604;64;0.0625
05.577;05.607;57;0.105263
05.577;05.611;143;0
05.577;05.613;197;0.015228
05.577;05.614;26;0.038462
05.577;05.615;77;0
05.577;05.616;31;0.032258
05.577;22.400;5;0.027523
05.578;05.554;828;0.016807
05.578;05.555;755;0.008299
05.578;05.556;1072;0.074074
05.578;05.557;330;0.044776
05.578;05.558;865;0.062738
05.578;05.559;94;0.047619
05.578;05.560;109;0.043956
05.578;05.561;119;0.048807
05.578;05.562;241;0.052023
05.578;05.563;108;0.0625
05.578;05.564;67;0
05.578;05.565;526;0.050633
05.578;05.566;84;0.055202
05.578;05.567;182;0.00907
05.578;05.568;922;0.025
05.578;05.569;173;0.021739
05.578;05.570;112;0.046154
05.578;05.571;136;0.006557
05.578;05.572;395;0.002959
05.578;05.573;942;0.019868
05.578;05.574;441;0.005714
05.578;05.575;40;0.009901
05.578;05.576;184;0.02521
05.578;05.577;65;0.020833
05.578;05.578;0;0
05.578;05.579;98;0
05.578;05.580;91;0.065934
05.578;05.581;13;0
05.578;05.582;193;0.072539
05.578;05.583;22;0
05.578;05.584;82;0.073171
05.578;05.585;171;0.02924
05.578;05.586;46;0
05.578;05.587;19;0
05.578;05.588;29;0
05.578;05.589;183;0.103825
05.578;05.590;140;0.028571
05.578;05.591;79;0
05.578;05.592;25;0
05.578;05.593;62;0
05.578;05.594;263;0.144487
05.578;05.595;57;0.035088
05.578;05.596;61;0
05.578;05.597;14;0
05.578;05.598;24;0
05.578;05.599;14;0
05.578;05.600;22;0
05.578;05.601;49;0.020408
05.578;05.604;55;0.054545
05.578;05.607;54;0.018519
05.578;05.611;224;0.017857
05.578;05.613;192;0.026042
05.578;05.614;45;0
05.578;05.615;107;0
05.578;05.616;27;0
05.578;22.400;2;0.047619
05.579;05.554;610;0.052632
05.579;05.555;338;0.043379
05.579;05.556;151;0.012723
05.579;05.557;175;0.160714
05.579;05.558;101;0
05.579;05.559;119;0
05.579;05.560;96;0.073171
05.579;05.561;126;0.010138
05.579;05.562;95;0.05196
05.579;05.563;876;0.040053
05.579;05.564;393;0.015429
05.579;05.565;1008;0.0333
05.579;05.566;819;0.012346
05.579;05.567;217;0.005714
05.579;05.568;41;0.021906
05.579;05.569;1085;0.013123
05.579;05.570;1097;0.042254
05.579;05.571;749;0.02375
05.579;05.572;1037;0.008392
05.579;05.573;991;0.026804
05.579;05.574;891;0.003135
05.579;05.575;1050;0.006821
05.579;05.576;913;0.017699
05.579;05.577;762;0.021739
05.579;05.578;923;0.010989
05.579;05.579;0;0
05.579;05.580;63;0
05.579;05.581;406;0.076355
05.579;05.582;284;0.045775
05.579;05.583;436;0.100917
05.579;05.584;109;0.082569
05.579;05.585;389;0.028278
05.579;05.586;143;0.083916
05.579;05.587;91;0.065934
05.579;05.588;31;0
05.579;05.589;255;0.058824
05.579;05.590;259;0.054054
05.579;05.591;235;0.021277
05.579;05.592;59;0.084746
05.579;05.593;45;0
05.579;05.594;31;0
05.579;05.595;98;0
05.579;05.596;94;0
05.579;05.597;76;0.052632
05.579;05.598;49;0
05.579;05.599;54;0
05.579;05.600;32;0
05.579;05.601;110;0.027273
05.579;05.604;22;0
05.579;05.607;21;0
05.579;05.611;380;0.013158
05.579;05.613;396;0.017677
05.579;05.614;65;0.015385
05.579;05.615;206;0
05.579;05.616;80;0.075
05.579;22.400;4;0
05.580;05.554;800;0.035714
05.580;05.555;715;0
05.580;05.556;970;0.012685
05.580;05.557;319;0.011628
05.580;05.558;733;0
05.580;05.559;113;0.023747
05.580;05.560;92;0.024038
05.580;05.561;91;0.015873
05.580;05.562;208;0
05.580;05.563;84;0.026005
05.580;05.564;78;0.008621
05.580;05.565;473;0.002494
05.580;05.566;86;0
05.580;05.567;179;0.015707
05.580;05.568;758;0.098361
05.580;05.569;208;0.00969
05.580;05.570;126;0.012579
05.580;05.571;143;0.016304
05.580;05.572;423;0.010753
05.580;05.573;812;0.007194
05.580;05.574;401;0.008264
05.580;05.575;51;0.009804
05.580;05.576;191;0.021277
05.580;05.577;61;0.028037
05.580;05.578;516;0.005605
05.580;05.579;318;0.002967
05.580;05.580;0;0
05.580;05.581;11;0
05.580;05.582;123;0.105691
05.580;05.583;20;0
05.580;05.584;322;0.068323
05.580;05.585;110;0.054545
05.580;05.586;44;0.045455
05.580;05.587;10;0
05.580;05.588;38;0.052632
05.580;05.589;188;0.085106
05.580;05.590;69;0.057971
05.580;05.591;25;0
05.580;05.592;7;0.038339
05.580;05.593;93;0.064516
05.580;05.594;91;0.10989
05.580;05.595;65;0.076923
05.580;05.596;75;0.013333
05.580;05.597;3;0
05.580;05.598;9;0.023936
05.580;05.599;3;0.076923
05.580;05.600;26;0.038462
05.580;05.601;46;0.086957
05.580;05.604;94;0.021277
05.580;05.607;103;0.029126
05.580;05.611;88;0.022727
05.580;05.613;340;0.073529
05.580;05.614;23;0
05.580;05.615;61;0
05.580;05.616;77;0.038961
05.580;22.400;5;0.097071
05.581;05.554;184;0.078125
05.581;05.555;186;0.009024
05.581;05.556;139;0.047814
05.581;05.557;121;0.008388
05.581;05.558;102;0.004581
05.581;05.559;141;0.032013
05.581;05.560;107;0.009761
05.581;05.561;892;0.088259
05.581;05.562;337;0.042399
05.581;05.563;313;0.008163
05.581;05.564;728;0.0265
05.581;05.565;376;0
05.581;05.566;39;0.011317
05.581;05.567;3482;0
05.581;05.568;1920;0.009174
05.581;05.569;2438;0.007937
05.581;05.570;2928;0.011278
05.581;05.571;1669;0.078125
05.581;05.572;3493;0.0625
05.581;05.573;1187;0.030181
05.581;05.574;922;0
05.581;05.575;2436;0.021583
05.581;05.576;967;0.00463
05.581;05.577;1470;0.051136
05.581;05.578;1283;0.045455
05.581;05.579;713;0.007634
05.581;05.580;2209;0.02981
05.581;05.581;0;0
05.581;05.582;88;0.034091
05.581;05.583;593;0.096121
05.581;05.584;95;0.136842
05.581;05.585;122;0.02459
05.581;05.586;142;0.084507
05.581;05.587;117;0.094017
05.581;05.588;6;0.018991
05.581;05.589;149;0.09396
05.581;05.590;87;0.149425
05.581;05.591;63;0.031746
05.581;05.592;35;0.028571
05.581;05.593;4;0.001502
05.581;05.594;3;0
05.581;05.595;29;0
05.581;05.596;13;0
05.581;05.597;99;0.020202
05.581;05.598;59;0.016949
05.581;05.599;88;0.034091
05.581;05.600;86;0.030303
05.581;05.601;83;0.072289
05.581;05.604;1;0.022222
05.581;05.607;2;0.002236
05.581;05.611;92;0.043478
05.581;05.613;64;0.078125
05.581;05.614;55;0.018182
05.581;05.615;83;0
05.581;05.616;104;0.028846
05.581;22.400;4;0.001186
05.582;05.554;109;0
05.582;05.555;126;0
05.582;05.556;266;0
05.582;05.557;64;0.009434
05.582;05.558;48;0.065934
05.582;05.559;497;0.026087
05.582;05.560;49;0.012658
05.582;05.561;139;0.029826
05.582;05.562;1944;0.011848
05.582;05.563;176;0.091629
05.582;05.564;88;0
05.582;05.565;131;0
05.582;05.566;369;0.1
05.582;05.567;1685;0.1928
05.582;05.568;1332;0.050251
05.582;05.569;42;0.153751
05.582;05.570;132;0.040373
05.582;05.571;45;0.020168
05.582;05.572;1789;0.107881
05.582;05.573;843;0.071319
05.582;05.574;117;0.297722
05.582;05.575;178;0.123447
05.582;05.576;88;0.018261
05.582;05.577;106;0.06054
05.582;05.578;91;0
05.582;05.579;115;0.038902
05.582;05.580;79;0.059524
05.582;05.581;1207;0
05.582;05.582;0;0
05.582;05.583;71;0.098592
05.582;05.584;271;0.114391
05.582;05.585;956;0.083682
05.582;05.586;321;0.068536
05.582;05.587;166;0.048193
05.582;05.588;101;0.009901
05.582;05.589;1046;0.083174
05.582;05.590;851;0.091657
05.582;05.591;272;0.033088
05.582;05.592;53;0.037736
05.582;05.593;272;0.044118
05.582;05.594;83;0.072289
05.582;05.595;353;0.011331
05.582;05.596;378;0.05291
05.582;05.597;249;0.060241
05.582;05.598;159;0.006289
05.582;05.599;150;0.04
05.582;05.600;173;0.034682
05.582;05.601;167;0.071856
05.582;05.604;263;0.057034
05.582;05.607;163;0.03681
05.582;05.611;886;0.063205
05.582;05.613;542;0.059041
05.582;05.614;163;0.09816
05.582;05.615;400;0
05.582;05.616;88;0.011364
05.582;22.400;16;0.0625
05.583;05.554;422;0.008734
05.583;05.555;884;0
05.583;05.556;3154;0.027027
05.583;05.557;76;0.018868
05.583;05.558;70;0.061372
05.583;05.559;2500;0.054545
05.583;05.560;1592;0.04
05.583;05.561;2426;0.046745
05.583;05.562;1288;0.074534
05.583;05.563;1785;0.035714
05.583;05.564;1789;0
05.583;05.565;1304;0.049451
05.583;05.566;3688;0.076115
05.583;05.567;1207;0.006452
05.583;05.568;1150;0.021277
05.583;05.569;1371;0.029586
05.583;05.570;362;0.031746
05.583;05.571;1311;0.003759
05.583;05.572;84;0.013423
05.583;05.573;158;0
05.583;05.574;229;0
05.583;05.575;403;0.022222
05.583;05.576;74;0.022222
05.583;05.577;53;0.038835
05.583;05.578;554;0.048544
05.583;05.579;55;0.022989
05.583;05.580;125;0.098927
05.583;05.581;1198;0.006745
05.583;05.582;161;0.211468
05.583;05.583;0;0
05.583;05.584;110;0.181818
05.583;05.585;124;0.120968
05.583;05.586;144;0.090278
05.583;05.587;128;0.125
05.583;05.588;5;0
05.583;05.589;180;0.144444
05.583;05.590;82;0.097561
05.583;05.591;74;0.108108
05.583;05.592;45;0.155556
05.583;05.593;7;0
05.583;05.594;7;0.205882
05.583;05.595;28;0
05.583;05.596;18;0
05.583;05.597;65;0.046154
05.583;05.598;29;0.034483
05.583;05.599;46;0.065217
05.583;05.600;5;0.072864
05.583;05.601;120;0.058333
05.583;05.604;2;0.191884
05.583;05.607;2;0.077658
05.583;05.611;94;0.074468
05.583;05.613;85;0.129412
05.583;05.614;42;0.02381
05.583;05.615;69;0
05.583;05.616;102;0.039216
05.583;22.400;4;0.031895
05.584;05.554;56;0.074201
05.584;05.555;127;0.072022
05.584;05.556;364;0.190953
05.584;05.557;1524;0.13035
05.584;05.558;775;0.044978
05.584;05.559;47;0.130497
05.584;05.560;169;0.004348
05.584;05.561;63;0.049724
05.584;05.562;798;0.057692
05.584;05.563;447;0.043478
05.584;05.564;115;0.033333
05.584;05.565;156;0.016043
05.584;05.566;90;0.086957
05.584;05.567;90;0.051282
05.584;05.568;103;0.110169
05.584;05.569;103;0
05.584;05.570;87;0.055556
05.584;05.571;1678;0.074609
05.584;05.572;593;0.084906
05.584;05.573;1901;0.078431
05.584;05.574;1382;0.011111
05.584;05.575;76;0.076923
05.584;05.576;68;0.087148
05.584;05.577;1194;0.017241
05.584;05.578;3721;0
05.584;05.579;837;0.068702
05.584;05.580;1066;0.052632
05.584;05.581;876;0.010917
05.584;05.582;722;0.021352
05.584;05.583;3493;0
05.584;05.584;0;0
05.584;05.585;224;0.071429
05.584;05.586;116;0.068966
05.584;05.587;62;0.112903
05.584;05.588;85;0.011765
05.584;05.589;316;0.085443
05.584;05.590;155;0.070968
05.584;05.591;76;0.039474
05.584;05.592;18;0.055556
05.584;05.593;179;0.022346
05.584;05.594;96;0.052083
05.584;05.595;169;0.035503
05.584;05.596;172;0.063953
05.584;05.597;50;0.06
05.584;05.598;57;0.035088
05.584;05.599;48;0
05.584;05.600;128;0.007812
05.584;05.601;123;0.065041
05.584;05.604;203;0.044335
05.584;05.607;175;0.028571
05.584;05.611;189;0.042328
05.584;05.613;470;0.06383
05.584;05.614;55;0.018182
05.584;05.615;122;0
05.584;05.616;109;0.036697
05.584;22.400;7;0.008547
05.585;05.554;1028;0.022222
05.585;05.555;667;0.029851
05.585;05.556;1387;0.079365
05.585;05.557;230;0.125
05.585;05.558;905;0.021277
05.585;05.559;52;0.0691
05.585;05.560;69;0.025641
05.585;05.561;90;0.133237
05.585;05.562;187;0
05.585;05.563;46;0
05.585;05.564;39;0.135135
05.585;05.565;472;0.035235
05.585;05.566;33;0.063109
05.585;05.567;90;0.018195
05.585;05.568;831;0.041958
05.585;05.569;106;0.06798
05.585;05.570;51;0.072714
05.585;05.571;90;0.056744
05.585;05.572;312;0.026104
05.585;05.573;1136;0.082137
05.585;05.574;406;0.005682
05.585;05.575;21;0.03006
05.585;05.576;131;0.021505
05.585;05.577;38;0.02439
05.585;05.578;458;0.018293
05.585;05.579;281;0.005435
05.585;05.580;78;0.038961
05.585;05.581;117;0.054545
05.585;05.582;45;0.050066
05.585;05.583;67;0.033898
05.585;05.584;63;0.025478
05.585;05.585;0;0
05.585;05.586;309;0.038835
05.585;05.587;162;0.049383
05.585;05.588;136;0
05.585;05.589;850;0.076471
05.585;05.590;1376;0.06032
05.585;05.591;952;0.013655
05.585;05.592;62;0.048387
05.585;05.593;280;0.032143
05.585;05.594;78;0.076923
05.585;05.595;1664;0.002404
05.585;05.596;780;0.019231
05.585;05.597;268;0.029851
05.585;05.598;224;0.022321
05.585;05.599;161;0.031056
05.585;05.600;155;0.012903
05.585;05.601;144;0.048611
05.585;05.604;245;0.02449
05.585;05.607;98;0.040816
05.585;05.611;990;0.040404
05.585;05.613;685;0.043796
05.585;05.614;328;0.079268
05.585;05.615;1751;0
05.585;05.616;138;0.043478
05.585;22.400;43;0.023256
05.586;05.554;80;0.039545
05.586;05.555;47;0.042056
05.586;05.556;767;0.025974
05.586;05.557;312;0
05.586;05.558;2079;0.017456
05.586;05.559;679;0.037019
05.586;05.560;55;0.003559
05.586;05.561;148;0
05.586;05.562;2384;0.022831
05.586;05.563;1949;0.017544
05.586;05.564;2748;0.000845
05.586;05.565;1287;0.007361
05.586;05.566;1574;0.018634
05.586;05.567;1389;0
05.586;05.568;1075;0.019231
05.586;05.569;996;0.00813
05.586;05.570;1741;0.061404
05.586;05.571;352;0.034188
05.586;05.572;1497;0.037975
05.586;05.573;93;0.034454
05.586;05.574;123;0.00956
05.586;05.575;164;0.046377
05.586;05.576;368;0
05.586;05.577;77;0.02
05.586;05.578;55;0
05.586;05.579;759;0.046906
05.586;05.580;59;0.022288
05.586;05.581;157;0.052467
05.586;05.582;2023;0.038246
05.586;05.583;214;0.222258
05.586;05.584;77;0.068865
05.586;05.585;119;0.021322
05.586;05.586;0;0
05.586;05.587;471;0.061571
05.586;05.588;37;0
05.586;05.589;389;0.053985
05.586;05.590;246;0.121951
05.586;05.591;109;0.045872
05.586;05.592;22;0.136364
05.586;05.593;215;0.032558
05.586;05.594;32;0.0625
05.586;05.595;117;0
05.586;05.596;85;0
05.586;05.597;90;0.033333
05.586;05.598;60;0.016667
05.586;05.599;52;0.019231
05.586;05.600;26;0.038462
05.586;05.601;127;0.047244
05.586;05.604;59;0.084746
05.586;05.607;45;0.044444
05.586;05.611;209;0.052632
05.586;05.613;297;0.060606
05.586;05.614;76;0.105263
05.586;05.615;166;0
05.586;05.616;63;0.015873
05.586;22.400;12;0
05.587;05.554;401;0.117241
05.587;05.555;2026;0
05.587;05.556;562;0.032646
05.587;05.557;47;0.051948
05.587;05.558;219;0.00813
05.587;05.559;57;0.010929
05.587;05.560;1184;0.012158
05.587;05.561;951;0
05.587;05.562;161;0
05.587;05.563;165;0.069492
05.587;05.564;104;0.056604
05.587;05.565;123;0.008547
05.587;05.566;114;0.025344
05.587;05.567;117;0.023952
05.587;05.568;79;0.044444
05.587;05.569;1190;0
05.587;05.570;523;0.034985
05.587;05.571;345;0.039186
05.587;05.572;1984;0.010017
05.587;05.573;100;0.081633
05.587;05.574;24;0.020408
05.587;05.575;1535;0
05.587;05.576;2378;0.003295
05.587;05.577;1277;0.009119
05.587;05.578;1072;0
05.587;05.579;3100;0
05.587;05.580;1031;0.024096
05.587;05.581;938;0.020833
05.587;05.582;2030;0.067961
05.587;05.583;384;0.045045
05.587;05.584;1164;0
05.587;05.585;77;0.046369
05.587;05.586;123;0.007707
05.587;05.587;0;0
05.587;05.588;12;0
05.587;05.589;247;0.068826
05.587;05.590;109;0.100917
05.587;05.591;78;0.025641
05.587;05.592;20;0.2
05.587;05.593;65;0.107692
05.587;05.594;9;0.155026
05.587;05.595;52;0
05.587;05.596;36;0
05.587;05.597;84;0.107143
05.587;05.598;48;0.041667
05.587;05.599;55;0.036364
05.587;05.600;6;0
05.587;05.601;125;0.032
