subject_code_1;subject_code_2;n_cooc;difficulty_score_any
05.586;05.596;85;0.070588
05.586;05.597;90;0.144444
05.586;05.598;60;0.166667
05.586;05.599;52;0.192308
05.586;05.600;26;0.153846
05.586;05.601;127;0.165354
05.586;05.604;59;0.135593
05.586;05.607;45;0.133333
05.586;05.611;209;0.196172
05.586;05.613;297;0.151515
05.586;05.614;76;0.144737
05.586;05.615;166;0.060241
05.586;05.616;63;0.15873
05.586;22.400;12;0.083333
05.587;05.554;401;0.279803
05.587;05.555;2026;0.0625
05.587;05.556;562;0.116838
05.587;05.557;47;0.207792
05.587;05.558;219;0.03252
05.587;05.559;57;0.043716
05.587;05.560;1184;0.051672
05.587;05.561;951;0.075758
05.587;05.562;161;0.183673
05.587;05.563;165;0.186441
05.587;05.564;104;0.207547
05.587;05.565;123;0.145299
05.587;05.566;114;0.073829
05.587;05.567;117;0.125749
05.587;05.568;79;0.211111
05.587;05.569;1190;0.00885
05.587;05.570;523;0.142857
05.587;05.571;345;0.09269
05.587;05.572;1984;0.096828
05.587;05.573;100;0.163265
05.587;05.574;24;0.07483
05.587;05.575;1535;0.145833
05.587;05.576;2378;0.031301
05.587;05.577;1277;0.030395
05.587;05.578;1072;0.044118
05.587;05.579;3100;0.019355
05.587;05.580;1031;0.060241
05.587;05.581;938;0.0625
05.587;05.582;2030;0.223301
05.587;05.583;384;0.117117
05.587;05.584;1164;0.081967
05.587;05.585;77;0.139983
05.587;05.586;123;0.038536
05.587;05.587;0;0
05.587;05.588;12;0
05.587;05.589;247;0.17004
05.587;05.590;109;0.266055
05.587;05.591;78;0.230769
05.587;05.592;20;0.25
05.587;05.593;65;0.292308
05.587;05.594;9;0.293867
05.587;05.595;52;0.153846
05.587;05.596;36;0.138889
05.587;05.597;84;0.25
05.587;05.598;48;0.1875
05.587;05.599;55;0.2
05.587;05.600;6;0.029775
05.587;05.601;125;0.136
05.587;05.604;1;0.1
05.587;05.607;3;0.324074
05.587;05.611;127;0.212598
05.587;05.613;189;0.21164
05.587;05.614;37;0.135135
05.587;05.615;122;0.122951
05.587;05.616;96;0.197917
05.587;22.400;8;0.103954
05.588;05.554;183;0.137026
05.588;05.555;329;0.159161
05.588;05.556;66;0.242653
05.588;05.557;49;0.181488
05.588;05.558;590;0.1065
05.588;05.559;53;0.209318
05.588;05.560;117;0.033333
05.588;05.561;1815;0.081101
05.588;05.562;167;0.203883
05.588;05.563;90;0.052632
05.588;05.564;113;0.057269
05.588;05.565;343;0.069212
05.588;05.566;1327;0.153846
05.588;05.567;599;0.183908
05.588;05.568;49;0.170639
05.588;05.569;147;0.274725
05.588;05.570;48;0.179894
05.588;05.571;1214;0.161765
05.588;05.572;658;0.167273
05.588;05.573;136;0.192308
05.588;05.574;155;0.022727
05.588;05.575;83;0.147002
05.588;05.576;96;0.144161
05.588;05.577;103;0.030151
05.588;05.578;111;0.081633
05.588;05.579;61;0.117857
05.588;05.580;1143;0.112676
05.588;05.581;519;0.06235
05.588;05.582;1174;0.106101
05.588;05.583;1780;0.138122
05.588;05.584;70;0.065217
05.588;05.585;108;0.059322
05.588;05.586;2453;0.123077
05.588;05.587;1372;0.160584
05.588;05.588;0;0
05.588;05.589;119;0.142857
05.588;05.590;128;0.046875
05.588;05.591;43;0.023256
05.588;05.592;1;0.132075
05.588;05.593;178;0.05618
05.588;05.594;37;0.216216
05.588;05.595;73;0.027397
05.588;05.596;71;0.028169
05.588;05.597;12;0.083333
05.588;05.598;79;0
05.588;05.599;6;0.174312
05.588;05.600;32;0.0625
05.588;05.601;28;0.071429
05.588;05.604;111;0.072072
05.588;05.607;60;0.116667
05.588;05.611;138;0.057971
05.588;05.613;225;0.057778
05.588;05.614;23;0
05.588;05.615;74;0.054054
05.588;05.616;197;0.091371
05.588;22.400;11;0
05.589;05.554;1621;0.134965
05.589;05.555;1191;0.087017
05.589;05.556;1102;0.193452
05.589;05.557;1277;0.029968
05.589;05.558;1481;0.111111
05.589;05.559;330;0.111111
05.589;05.560;1344;0.126362
05.589;05.561;103;0.168154
05.589;05.562;171;0.259393
05.589;05.563;227;0.159593
05.589;05.564;419;0.072193
05.589;05.565;104;0.184478
05.589;05.566;87;0.008997
05.589;05.567;1049;0.055274
05.589;05.568;91;0.184211
05.589;05.569;189;0.092715
05.589;05.570;1156;0.087963
05.589;05.571;275;0.069231
05.589;05.572;104;0.101124
05.589;05.573;132;0.130952
05.589;05.574;517;0.180645
05.589;05.575;1096;0.193182
05.589;05.576;796;0.116667
05.589;05.577;49;0.0657
05.589;05.578;280;0.143382
05.589;05.579;71;0.206186
05.589;05.580;417;0.022222
05.589;05.581;377;0.157068
05.589;05.582;181;0.08816
05.589;05.583;184;0.017364
05.589;05.584;118;0.12069
05.589;05.585;130;0.096916
05.589;05.586;137;0.112676
05.589;05.587;159;0.012915
05.589;05.588;109;0.033229
05.589;05.589;0;0
05.589;05.590;549;0.213115
05.589;05.591;282;0.177305
05.589;05.592;51;0.196078
05.589;05.593;367;0.133515
05.589;05.594;142;0.21831
05.589;05.595;343;0.131195
05.589;05.596;398;0.140704
05.589;05.597;249;0.116466
05.589;05.598;176;0.090909
05.589;05.599;164;0.085366
05.589;05.600;201;0.124378
05.589;05.601;157;0.184713
05.589;05.604;315;0.111111
05.589;05.607;222;0.108108
05.589;05.611;548;0.222628
05.589;05.613;556;0.19964
05.589;05.614;124;0.177419
05.589;05.615;368;0.081522
05.589;05.616;161;0.149068
05.589;22.400;20;0.05
05.590;05.554;1430;0.089385
05.590;05.555;724;0.050505
05.590;05.556;336;0.068966
05.590;05.557;1268;0.108333
05.590;05.558;99;0.190789
05.590;05.559;27;0.077419
05.590;05.560;1377;0.145833
05.590;05.561;1457;0.117953
05.590;05.562;1384;0.066884
05.590;05.563;1178;0.12766
05.590;05.564;2244;0.001945
05.590;05.565;1572;0.107843
05.590;05.566;778;0.181818
05.590;05.567;2569;0.170968
05.590;05.568;114;0.317041
05.590;05.569;151;0.212628
05.590;05.570;216;0.100092
05.590;05.571;390;0.209622
05.590;05.572;89;0.038095
05.590;05.573;84;0.13299
05.590;05.574;930;0.26
05.590;05.575;88;0.038462
05.590;05.576;180;0.051643
05.590;05.577;2344;0.050265
05.590;05.578;272;0.126582
05.590;05.579;97;0.192308
05.590;05.580;135;0.173267
05.590;05.581;573;0.217949
05.590;05.582;1951;0.130137
05.590;05.583;1267;0.158835
05.590;05.584;58;0.202128
05.590;05.585;227;0.204819
05.590;05.586;71;0.017391
05.590;05.587;1626;0.196078
05.590;05.588;963;0.1529
05.590;05.589;179;0.064965
05.590;05.590;0;0
05.590;05.591;415;0.06988
05.590;05.592;44;0.113636
05.590;05.593;234;0.094017
05.590;05.594;46;0.108696
05.590;05.595;734;0.050409
05.590;05.596;644;0.041925
05.590;05.597;156;0.096154
05.590;05.598;169;0.065089
05.590;05.599;107;0.056075
05.590;05.600;114;0.017544
05.590;05.601;108;0.231481
05.590;05.604;157;0.133758
05.590;05.607;96;0.197917
05.590;05.611;1044;0.186782
05.590;05.613;446;0.078475
05.590;05.614;450;0.195556
05.590;05.615;1254;0.0311
05.590;05.616;128;0.164062
05.590;22.400;36;0.138889
05.591;05.554;198;0.122807
05.591;05.555;116;0.115183
05.591;05.556;120;0.16
05.591;05.557;152;0.062222
05.591;05.558;155;0.109375
05.591;05.559;96;0.133758
05.591;05.560;1348;0.055556
05.591;05.561;613;0.165138
05.591;05.562;423;0.12069
05.591;05.563;3085;0.168224
05.591;05.564;102;0.139706
05.591;05.565;33;0.12605
05.591;05.566;1550;0.168588
05.591;05.567;1514;0.057947
05.591;05.568;1077;0.216393
05.591;05.569;1089;0.096821
05.591;05.570;1455;0.126582
05.591;05.571;315;0.189189
05.591;05.572;970;0.185592
05.591;05.573;100;0.230431
05.591;05.574;156;0.147082
05.591;05.575;213;0.230947
05.591;05.576;378;0.074434
05.591;05.577;79;0.180685
05.591;05.578;78;0.295238
05.591;05.579;808;0.058824
05.591;05.580;78;0.062802
05.591;05.581;146;0.062874
05.591;05.582;1064;0.155172
05.591;05.583;188;0.220588
05.591;05.584;83;0.2
05.591;05.585;115;0.275862
05.591;05.586;408;0.235602
05.591;05.587;1138;0.20274
05.591;05.588;431;0.262411
05.591;05.589;57;0.25
05.591;05.590;191;0.030534
05.591;05.591;0;0
05.591;05.592;129;0.209302
05.591;05.593;56;0.107143
05.591;05.594;38;0.105263
05.591;05.595;841;0.001189
05.591;05.596;184;0.038043
05.591;05.597;168;0.178571
05.591;05.598;88;0.068182
05.591;05.599;89;0.089888
05.591;05.600;42;0.02381
05.591;05.601;128;0.117188
05.591;05.604;64;0.0625
05.591;05.607;42;0.095238
05.591;05.611;461;0.093275
05.591;05.613;246;0.04878
05.591;05.614;188;0.143617
05.591;05.615;1300;0.003846
05.591;05.616;84;0.119048
05.591;22.400;24;0.083333
05.592;05.554;75;0.260417
05.592;05.555;450;0.210332
05.592;05.556;384;0.13285
05.592;05.557;157;0.169811
05.592;05.558;180;0.221453
05.592;05.559;109;0.148649
05.592;05.560;116;0.152941
05.592;05.561;107;0.169811
05.592;05.562;136;0.166667
05.592;05.563;119;0.076087
05.592;05.564;2082;0.163793
05.592;05.565;604;0.165468
05.592;05.566;305;0.168142
05.592;05.567;692;0.121951
05.592;05.568;79;0.156522
05.592;05.569;37;0.165789
05.592;05.570;819;0.071823
05.592;05.571;1137;0.213592
05.592;05.572;1251;0.130363
05.592;05.573;1732;0.084337
05.592;05.574;309;0.130435
05.592;05.575;963;0.389189
05.592;05.576;105;0.199779
05.592;05.577;153;0.361585
05.592;05.578;207;0.170088
05.592;05.579;334;0.274396
05.592;05.580;58;0.277778
05.592;05.581;68;0.142857
05.592;05.582;720;0.119205
05.592;05.583;58;0.065903
05.592;05.584;191;0.208955
05.592;05.585;1095;0.232558
05.592;05.586;282;0.320802
05.592;05.587;100;0.3
05.592;05.588;131;0.262295
05.592;05.589;576;0.290514
05.592;05.590;1355;0.276119
05.592;05.591;414;0.25
05.592;05.592;0;0
05.592;05.593;9;0.008772
05.592;05.594;5;0.298193
05.592;05.595;5;0.308527
05.592;05.596;2;0.216216
05.592;05.597;13;0.076923
05.592;05.598;15;0.133333
05.592;05.599;12;0.083333
05.592;05.600;1;0.102564
05.592;05.601;38;0.105263
05.592;05.604;53;0.208955
05.592;05.607;1;0.194444
05.592;05.611;54;0.092593
05.592;05.613;47;0.106383
05.592;05.614;15;0.133333
05.592;05.615;33;0.030303
05.592;05.616;50;0.16
05.592;22.400;3;0.318345
05.593;05.554;289;0.282799
05.593;05.555;74;0.243243
05.593;05.556;425;0.14966
05.593;05.557;371;0.197183
05.593;05.558;192;0.202703
05.593;05.559;184;0.311688
05.593;05.560;116;0.27907
05.593;05.561;139;0.298507
05.593;05.562;113;0.276579
05.593;05.563;164;0.106918
05.593;05.564;115;0.437852
05.593;05.565;1520;0.264407
05.593;05.566;543;0.077922
05.593;05.567;206;0.4375
05.593;05.568;606;0.142857
05.593;05.569;83;0.267873
05.593;05.570;23;0.087464
05.593;05.571;925;0.160438
05.593;05.572;906;0.216216
05.593;05.573;1817;0.051282
05.593;05.574;341;0.155689
05.593;05.575;1035;0.122744
05.593;05.576;72;0.189394
05.593;05.577;112;0.215686
05.593;05.578;151;0.233405
05.593;05.579;349;0.27027
05.593;05.580;67;0.199134
05.593;05.581;43;0.216374
05.593;05.582;399;0.213559
05.593;05.583;50;0.263473
05.593;05.584;122;0.07874
05.593;05.585;1012;0.230179
05.593;05.586;134;0.199105
05.593;05.587;60;0.103672
05.593;05.588;114;0.09434
05.593;05.589;332;0.124183
05.593;05.590;1290;0.207792
05.593;05.591;518;0.13617
05.593;05.592;39;0.113695
05.593;05.593;0;0
05.593;05.594;52;0.211538
05.593;05.595;221;0.040724
05.593;05.596;240;0.0625
05.593;05.597;15;0.133333
05.593;05.598;20;0.05
05.593;05.599;13;0
05.593;05.600;163;0.04908
05.593;05.601;64;0.1875
05.593;05.604;300;0.04
05.593;05.607;199;0.065327
05.593;05.611;223;0.121076
05.593;05.613;635;0.140157
05.593;05.614;61;0.081967
05.593;05.615;141;0.042553
05.593;05.616;95;0.073684
05.593;22.400;20;0.15
05.594;05.554;134;0.131868
05.594;05.555;36;0.057554
05.594;05.556;556;0.058824
05.594;05.557;343;0.049645
05.594;05.558;111;0.231884
05.594;05.559;147;0.184834
05.594;05.560;71;0.214815
05.594;05.561;74;0.203358
05.594;05.562;77;0.137331
05.594;05.563;86;0.222892
05.594;05.564;67;0.102899
05.594;05.565;1298;0.090909
05.594;05.566;477;0.340909
05.594;05.567;3371;0.158979
05.594;05.568;885;0.013665
05.594;05.569;77;0.080319
05.594;05.570;128;0.16
05.594;05.571;1022;0.050955
05.594;05.572;1161;0.034483
05.594;05.573;343;0.07196
05.594;05.574;1097;0.071429
05.594;05.575;111;0.182692
05.594;05.576;117;0.131231
05.594;05.577;167;0.242718
05.594;05.578;277;0.117647
05.594;05.579;132;0.107271
05.594;05.580;102;0.104762
05.594;05.581;934;0.161972
05.594;05.582;111;0
05.594;05.583;231;0.14978
05.594;05.584;1197;0.113784
05.594;05.585;295;0.032258
05.594;05.586;167;0.103448
05.594;05.587;127;0.054475
05.594;05.588;782;0.1
05.594;05.589;1341;0.017544
05.594;05.590;463;0.063187
05.594;05.591;53;0.068493
05.594;05.592;306;0.054455
05.594;05.593;77;0.034483
05.594;05.594;0;0
05.594;05.595;47;0.191489
05.594;05.596;50;0.26
05.594;05.597;2;0.07563
05.594;05.598;6;0.097902
05.594;05.599;2;0.071038
05.594;05.600;17;0.294118
05.594;05.601;40;0.175
05.594;05.604;78;0.24359
05.594;05.607;58;0.172414
05.594;05.611;77;0.12987
05.594;05.613;115;0.252174
05.594;05.614;13;0.153846
05.594;05.615;71;0.15493
05.594;05.616;39;0.076923
05.594;22.400;1;0.096491
05.595;05.554;470;0.090164
05.595;05.555;387;0.068285
05.595;05.556;182;0.149194
05.595;05.557;139;0.018503
05.595;05.558;102;0.063291
05.595;05.559;141;0.066667
05.595;05.560;138;0.075472
05.595;05.561;211;0.203171
05.595;05.562;135;0.21
05.595;05.563;1072;0.059603
05.595;05.564;517;0.053333
05.595;05.565;332;0.06599
05.595;05.566;690;0.127907
05.595;05.567;77;0.262295
05.595;05.568;44;0.223214
05.595;05.569;1019;0.309859
05.595;05.570;805;0.248485
05.595;05.571;2129;0.203804
05.595;05.572;100;0.25
05.595;05.573;157;0.222222
05.595;05.574;203;0.02439
05.595;05.575;403;0.219457
05.595;05.576;112;0.236203
05.595;05.577;104;0.16047
05.595;05.578;983;0.065217
05.595;05.579;103;0.184426
05.595;05.580;221;0.090909
05.595;05.581;1678;0.17004
05.595;05.582;315;0.179612
05.595;05.583;142;0.166667
05.595;05.584;131;0.128342
05.595;05.585;681;0.145455
05.595;05.586;1081;0.218978
05.595;05.587;868;0.184211
05.595;05.588;58;0.210191
05.595;05.589;257;0.173469
05.595;05.590;60;0.20439
05.595;05.591;798;0.089888
05.595;05.592;364;0.372881
05.595;05.593;219;0.179361
05.595;05.594;202;0.15534
05.595;05.595;0;0
05.595;05.596;1087;0.049678
05.595;05.597;71;0.042254
05.595;05.598;71;0.014085
05.595;05.599;57;0.035088
05.595;05.600;450;0.053333
05.595;05.601;50;0.12
05.595;05.604;310;0.067742
05.595;05.607;138;0.065217
05.595;05.611;479;0.098121
05.595;05.613;202;0.10396
05.595;05.614;212;0.160377
05.595;05.615;1740;0.001149
05.595;05.616;136;0.110294
05.595;22.400;43;0.069767
05.596;05.554;145;0.171429
05.596;05.555;119;0.014845
05.596;05.556;143;0.210127
05.596;05.557;183;0.040816
05.596;05.558;114;0.040541
05.596;05.559;1098;0.105263
05.596;05.560;659;0.033333
05.596;05.561;248;0.089431
05.596;05.562;1189;0.100386
05.596;05.563;79;0.169643
05.596;05.564;30;0.126761
05.596;05.565;318;0.033254
05.596;05.566;1009;0.070312
05.596;05.567;100;0.140741
05.596;05.568;151;0
05.596;05.569;225;0.102041
05.596;05.570;394;0.074586
05.596;05.571;86;0.052987
05.596;05.572;61;0.1
05.596;05.573;784;0.040816
05.596;05.574;71;0.108108
05.596;05.575;165;0
05.596;05.576;1104;0.029851
05.596;05.577;240;0.056213
05.596;05.578;90;0.015152
05.596;05.579;123;0.031646
05.596;05.580;442;0.055556
05.596;05.581;1359;0.076471
05.596;05.582;511;0.036364
05.596;05.583;46;0.029412
05.596;05.584;244;0.086567
05.596;05.585;66;0.02994
05.596;05.586;494;0.105691
05.596;05.587;412;0.005571
05.596;05.588;168;0.031447
05.596;05.589;187;0.115385
05.596;05.590;110;0.174603
05.596;05.591;137;0.12
05.596;05.592;114;0.113772
05.596;05.593;157;0.110795
05.596;05.594;98;0.172727
05.596;05.595;1458;0.178862
05.596;05.596;0;0
05.596;05.597;42;0.047619
05.596;05.598;52;0.057692
05.596;05.599;32;0
05.596;05.600;419;0.066826
05.596;05.601;63;0.238095
05.596;05.604;576;0.076389
05.596;05.607;386;0.093264
05.596;05.611;379;0.100264
05.596;05.613;231;0.147186
05.596;05.614;119;0.084034
05.596;05.615;871;0.006889
05.596;05.616;88;0.125
05.596;22.400;26;0.076923
05.597;05.554;623;0.170789
05.597;05.555;413;0.266667
05.597;05.556;814;0.168317
05.597;05.557;103;0.141899
05.597;05.558;35;0.154676
05.597;05.559;741;0.24026
05.597;05.560;395;0.015385
05.597;05.561;49;0.211031
05.597;05.562;74;0.104676
05.597;05.563;209;0.013081
05.597;05.564;30;0.081633
05.597;05.565;123;0.098291
05.597;05.566;259;0.231884
05.597;05.567;112;0.020279
05.597;05.568;71;0.043783
05.597;05.569;842;0.067416
05.597;05.570;128;0.039773
05.597;05.571;135;0.06087
05.597;05.572;32;0.074074
05.597;05.573;294;0.190083
05.597;05.574;362;0.098266
05.597;05.575;1038;0.101695
05.597;05.576;120;0.125806
05.597;05.577;49;0.103571
05.597;05.578;37;0.152299
05.597;05.579;671;0.011771
05.597;05.580;134;0.106796
05.597;05.581;338;0.166667
05.597;05.582;132;0.076923
05.597;05.583;158;0
05.597;05.584;36;0.259259
05.597;05.585;170;0
05.597;05.586;55;0.333333
05.597;05.587;34;0.293651
05.597;05.588;335;0.348837
05.597;05.589;167;0.172414
05.597;05.590;123;0.277027
05.597;05.591;718;0.264706
05.597;05.592;159;0.413043
05.597;05.593;26;0
05.597;05.594;126;0.278146
05.597;05.595;125;0.268041
05.597;05.596;167;0.182222
05.597;05.597;0;0
05.597;05.598;636;0.059748
05.597;05.599;695;0.058993
05.597;05.600;4;0.216667
05.597;05.601;79;0.113924
05.597;05.604;3;0.230769
05.597;05.607;2;0
05.597;05.611;190;0.131579
05.597;05.613;58;0.086207
05.597;05.614;65;0.153846
05.597;05.615;147;0.013605
05.597;05.616;166;0.090361
05.597;22.400;21;0.047619
05.598;05.554;352;0.106383
05.598;05.555;110;0.135135
05.598;05.556;123;0.244444
05.598;05.557;849;0.184211
05.598;05.558;120;0.1875
05.598;05.559;202;0
05.598;05.560;1938;0.270588
05.598;05.561;278;0
05.598;05.562;154;0.2
05.598;05.563;130;0.243243
05.598;05.564;834;0.183673
05.598;05.565;1433;0.315789
05.598;05.566;1376;0.145455
05.598;05.567;49;0.194444
05.598;05.568;234;0
05.598;05.569;69;0.170909
05.598;05.570;789;0.018692
05.598;05.571;571;0.17284
05.598;05.572;178;0.2
05.598;05.573;176;0.084906
05.598;05.574;115;0.071429
05.598;05.575;135;0.207317
05.598;05.576;121;0.124138
05.598;05.577;173;0.107143
05.598;05.578;118;0
05.598;05.579;930;0.030303
05.598;05.580;560;0.130769
05.598;05.581;348;0.061856
05.598;05.582;1954;0.057971
05.598;05.583;103;0.055556
05.598;05.584;36;0.122807
05.598;05.585;13;0.204255
05.598;05.586;21;0.148936
05.598;05.587;54;0.111111
05.598;05.588;5;0
05.598;05.589;54;0
05.598;05.590;126;0
05.598;05.591;43;0.045455
05.598;05.592;29;0.066667
05.598;05.593;148;0.1875
05.598;05.594;34;0.192982
05.598;05.595;46;0.027972
05.598;05.596;5;0.050761
05.598;05.597;151;0.230769
05.598;05.598;0;0
05.598;05.599;595;0.026891
05.598;05.600;29;0.034483
05.598;05.601;34;0.088235
05.598;05.604;8;0.103896
05.598;05.607;8;0.096774
05.598;05.611;181;0.099448
05.598;05.613;110;0.054545
05.598;05.614;53;0.075472
05.598;05.615;109;0.009174
05.598;05.616;119;0.058824
05.598;22.400;16;0.125
05.599;05.554;97;0
05.599;05.555;225;0.040816
05.599;05.556;60;0.10989
05.599;05.557;13;0.076923
05.599;05.558;11;0.150259
05.599;05.559;47;0.045455
05.599;05.560;37;0.231707
05.599;05.561;360;0.146199
05.599;05.562;76;0.086957
05.599;05.563;112;0.052632
05.599;05.564;9;0.068966
05.599;05.565;85;0.196721
05.599;05.566;9;0.121429
05.599;05.567;10;0.101266
05.599;05.568;111;0
05.599;05.569;49;0.112903
05.599;05.570;38;0.273764
05.599;05.571;110;0.140351
05.599;05.572;108;0.098361
05.599;05.573;6;0
05.599;05.574;275;0.041667
05.599;05.575;107;0.071429
05.599;05.576;81;0.227273
05.599;05.577;10;0.163265
05.599;05.578;106;0.145455
05.599;05.579;14;0.166667
05.599;05.580;82;0.058036
05.599;05.581;145;0.083333
05.599;05.582;28;0.111111
05.599;05.583;13;0.093458
05.599;05.584;33;0.148148
05.599;05.585;130;0
05.599;05.586;97;0.031746
05.599;05.587;69;0.270936
05.599;05.588;18;0.18662
05.599;05.589;57;0.293578
05.599;05.590;235;0.275229
05.599;05.591;47;0.102828
05.599;05.592;63;0.230769
05.599;05.593;13;0.241758
05.599;05.594;22;0
05.599;05.595;9;0.203922
05.599;05.596;22;0.131274
05.599;05.597;30;0.093617
05.599;05.598;64;0.186441
05.599;05.599;0;0
05.599;05.600;9;0.066667
05.599;05.601;47;0.085106
05.599;05.604;1;0.096774
05.599;05.607;3;0.091837
05.599;05.611;137;0.153285
05.599;05.613;54;0.166667
05.599;05.614;52;0.115385
05.599;05.615;108;0
05.599;05.616;164;0.121951
05.599;22.400;17;0.235294
05.600;05.554;57;0.074468
05.600;05.555;143;0.210526
05.600;05.556;197;0.102041
05.600;05.557;26;0.12963
05.600;05.558;77;0.09375
05.600;05.559;31;0.136364
05.600;05.560;5;0.045455
05.600;05.561;98;0.047619
05.600;05.562;91;0.081579
05.600;05.563;13;0.058081
05.600;05.564;193;0.123077
05.600;05.565;22;0.048544
05.600;05.566;82;0.2875
05.600;05.567;171;0
05.600;05.568;46;0
05.600;05.569;19;0.090909
05.600;05.570;29;0.162602
05.600;05.571;183;0.05
05.600;05.572;140;0.167702
05.600;05.573;79;0.145455
05.600;05.574;25;0.113636
05.600;05.575;62;0
05.600;05.576;263;0.105263
05.600;05.577;57;0.180851
05.600;05.578;61;0.144928
05.600;05.579;14;0
05.600;05.580;24;0
05.600;05.581;14;0.139785
05.600;05.582;22;0.263736
05.600;05.583;49;0.169231
05.600;05.584;55;0.146667
05.600;05.585;54;0
05.600;05.586;224;0
05.600;05.587;192;0
05.600;05.588;45;0.192308
05.600;05.589;107;0.282609
05.600;05.590;27;0.12766
05.600;05.591;2;0.15534
05.600;05.592;63;0.159091
05.600;05.593;406;0.164706
05.600;05.594;284;0.043478
05.600;05.595;436;0.098361
05.600;05.596;109;0.285714
05.600;05.597;389;0
05.600;05.598;143;0.147727
05.600;05.599;91;0.197302
05.600;05.600;0;0
05.600;05.601;14;0.071429
05.600;05.604;270;0.051852
05.600;05.607;141;0.042553
05.600;05.611;133;0.203008
05.600;05.613;88;0.113636
05.600;05.614;62;0.064516
05.600;05.615;113;0.044248
05.600;05.616;150;0.08
05.600;22.400;17;0.117647
05.601;05.554;31;0.242105
05.601;05.555;255;0.139344
05.601;05.556;259;0.15493
05.601;05.557;235;0.264957
05.601;05.558;59;0
05.601;05.559;45;0.201342
05.601;05.560;31;0.275862
05.601;05.561;98;0.174603
05.601;05.562;94;0.2
05.601;05.563;76;0
05.601;05.564;49;0
05.601;05.565;54;0.103448
05.601;05.566;32;0
05.601;05.567;110;0.090909
05.601;05.568;22;0.050847
05.601;05.569;21;0.102273
05.601;05.570;380;0
05.601;05.571;396;0.156627
05.601;05.572;65;0
05.601;05.573;206;0
05.601;05.574;80;0.217391
05.601;05.575;4;0.234375
05.601;05.576;11;0.145455
05.601;05.577;123;0.036145
05.601;05.578;20;0.105769
05.601;05.579;322;0
05.601;05.580;110;0.225352
05.601;05.581;44;0.214022
05.601;05.582;10;0.207113
05.601;05.583;38;0.180685
05.601;05.584;188;0.162651
05.601;05.585;69;0.079208
05.601;05.586;25;0.173996
05.601;05.587;7;0.218566
05.601;05.588;93;0.132353
05.601;05.589;91;0.132075
05.601;05.590;65;0.128676
05.601;05.591;75;0.228916
05.601;05.592;3;0.090652
05.601;05.593;9;0.148148
05.601;05.594;3;0.13253
05.601;05.595;26;0.08805
05.601;05.596;46;0.086667
05.601;05.597;94;0.121387
05.601;05.598;103;0.197605
05.601;05.599;88;0.144487
05.601;05.600;340;0.128834
05.601;05.601;0;0
05.601;05.604;52;0.192308
05.601;05.607;43;0.255814
05.601;05.611;132;0.151515
05.601;05.613;135;0.118519
05.601;05.614;60;0.25
05.601;05.615;82;0.085366
05.601;05.616;93;0.129032
05.601;22.400;4;0.188488
05.604;05.554;23;0.173432
05.604;05.555;61;0.233129
05.604;05.556;77;0.0875
05.604;05.557;5;0.079545
05.604;05.558;88;0.125
05.604;05.559;593;0.263636
05.604;05.560;95;0.282258
05.604;05.561;122;0.236111
05.604;05.562;142;0.226562
05.604;05.563;117;0
05.604;05.564;6;0.222222
05.604;05.565;149;0.292683
05.604;05.566;87;0.243243
05.604;05.567;63;0.311111
05.604;05.568;35;0
05.604;05.569;4;0
05.604;05.570;3;0.107143
05.604;05.571;29;0.055556
05.604;05.572;13;0.2
05.604;05.573;99;0.206897
05.604;05.574;59;0.217391
05.604;05.575;88;0
05.604;05.576;0;0.191667
05.604;05.577;83;0
05.604;05.578;1;0
05.604;05.579;2;0.265957
05.604;05.580;92;0.258824
05.604;05.581;64;0.238095
05.604;05.582;55;0.043478
05.604;05.583;83;0.166667
05.604;05.584;104;0
05.604;05.585;4;0.205357
05.604;05.586;71;0.137931
05.604;05.587;271;0.241935
05.604;05.588;956;0.070588
05.604;05.589;321;0.170886
05.604;05.590;166;0.219355
05.604;05.591;101;0.144737
05.604;05.592;1046;0.166667
05.604;05.593;851;0.106145
05.604;05.594;272;0.21875
05.604;05.595;53;0.100592
05.604;05.596;272;0.127907
05.604;05.597;83;0.18
05.604;05.598;353;0.192982
05.604;05.599;378;0.104167
05.604;05.600;249;0.0625
05.604;05.601;159;0.162602
05.604;05.604;0;0
05.604;05.607;521;0.082534
05.604;05.611;182;0.164835
05.604;05.613;222;0.153153
05.604;05.614;83;0.144578
05.604;05.615;134;0.044776
05.604;05.616;117;0.094017
05.604;22.400;32;0.0625
05.607;05.554;150;0.123153
05.607;05.555;173;0.091429
05.607;05.556;167;0.190476
05.607;05.557;263;0.187234
05.607;05.558;163;0.163636
05.607;05.559;886;0.040984
05.607;05.560;542;0.238532
05.607;05.561;163;0
05.607;05.562;400;0.132686
05.607;05.563;88;0.209877
05.607;05.564;16;0.014706
05.607;05.565;110;0.225882
05.607;05.566;124;0.140988
05.607;05.567;144;0.055672
05.607;05.568;128;0.177419
05.607;05.569;5;0.125
05.607;05.570;180;0.294872
05.607;05.571;82;0.014423
05.607;05.572;74;0.074359
05.607;05.573;45;0.13806
05.607;05.574;7;0.107143
05.607;05.575;7;0.130435
05.607;05.576;28;0.109677
05.607;05.577;18;0.208333
05.607;05.578;65;0.142857
05.607;05.579;29;0.173469
05.607;05.580;46;0.162626
05.607;05.581;5;0.108029
05.607;05.582;120;0.256098
05.607;05.583;2;0.033695
05.607;05.584;2;0.108696
