subject_code_1;subject_code_2;overlap_data
05.562;05.604;0.565891
05.562;05.607;0.465116
05.562;05.611;0.527132
05.562;05.613;0.565891
05.562;05.614;0.387597
05.562;05.615;0.643411
05.562;05.616;0.565891
05.562;22.400;0.565891
05.563;05.554;0
05.563;05.555;0.643411
05.563;05.556;0.643411
05.563;05.557;0.643411
05.563;05.558;0
05.563;05.559;0
05.563;05.560;0.643411
05.563;05.561;0
05.563;05.562;0.643411
05.563;05.563;0
05.563;05.564;0.705426
05.563;05.565;0.007752
05.563;05.566;0.550388
05.563;05.567;0.542636
05.563;05.568;0.302326
05.563;05.569;0.565891
05.563;05.570;0.635659
05.563;05.571;0.542636
05.563;05.572;0
05.563;05.573;0.527132
05.563;05.574;0
05.563;05.575;0.527132
05.563;05.576;0
05.563;05.577;0.612403
05.563;05.578;0.581395
05.563;05.579;0.643411
05.563;05.580;0.395349
05.563;05.581;0
05.563;05.582;0.410853
05.563;05.583;0.643411
05.563;05.584;0.581395
05.563;05.585;0.465116
05.563;05.586;0.612403
05.563;05.587;0.604651
05.563;05.588;0.728682
05.563;05.589;0.620155
05.563;05.590;0.728682
05.563;05.591;0.643411
05.563;05.592;0.643411
05.563;05.593;0.635659
05.563;05.594;0
05.563;05.595;0.728682
05.563;05.596;0.604651
05.563;05.597;0
05.563;05.598;0.643411
05.563;05.599;0.643411
05.563;05.600;0.643411
05.563;05.601;0
05.563;05.604;0.635659
05.563;05.607;0.651163
05.563;05.611;0.620155
05.563;05.613;0.728682
05.563;05.614;0.651163
05.563;05.615;0.751938
05.563;05.616;0.728682
05.563;22.400;0.689922
05.564;05.554;0.821705
05.564;05.555;0.565891
05.564;05.556;0.635659
05.564;05.557;0.79845
05.564;05.558;0.007752
05.564;05.559;0.697674
05.564;05.560;0.682171
05.564;05.561;0.341085
05.564;05.562;0.565891
05.564;05.563;0.705426
05.564;05.564;0
05.564;05.565;0.015504
05.564;05.566;0.674419
05.564;05.567;0.658915
05.564;05.568;0.348837
05.564;05.569;0.542636
05.564;05.570;0.682171
05.564;05.571;0.666667
05.564;05.572;0
05.564;05.573;0.503876
05.564;05.574;0.527132
05.564;05.575;0.627907
05.564;05.576;0
05.564;05.577;0.697674
05.564;05.578;0.689922
05.564;05.579;0.651163
05.564;05.580;0.488372
05.564;05.581;0
05.564;05.582;0.488372
05.564;05.583;0.72093
05.564;05.584;0.682171
05.564;05.585;0.534884
05.564;05.586;0.736434
05.564;05.587;0.713178
05.564;05.588;0.852713
05.564;05.589;0.744186
05.564;05.590;0.875969
05.564;05.591;0
05.564;05.592;0.503876
05.564;05.593;0.75969
05.564;05.594;0
05.564;05.595;0.875969
05.564;05.596;0.728682
05.564;05.597;0.496124
05.564;05.598;0
05.564;05.599;0.612403
05.564;05.600;0.767442
05.564;05.601;0.457364
05.564;05.604;0.790698
05.564;05.607;0.775194
05.564;05.611;0.736434
05.564;05.613;0.883721
05.564;05.614;0.713178
05.564;05.615;0
05.564;05.616;0.891473
05.564;22.400;0.844961
05.565;05.554;0.782946
05.565;05.555;0.751938
05.565;05.556;0.806202
05.565;05.557;0
05.565;05.558;0
05.565;05.559;0.728682
05.565;05.560;0
05.565;05.561;0.806202
05.565;05.562;0.751938
05.565;05.563;0
05.565;05.564;0
05.565;05.565;0
05.565;05.566;0.007752
05.565;05.567;0.751938
05.565;05.568;0
05.565;05.569;0.813953
05.565;05.570;0.705426
05.565;05.571;0.015504
05.565;05.572;0.75969
05.565;05.573;0.813953
05.565;05.574;0
05.565;05.575;0
05.565;05.576;0.821705
05.565;05.577;0.813953
05.565;05.578;0
05.565;05.579;0.651163
05.565;05.580;0.651163
05.565;05.581;0.534884
05.565;05.582;0.627907
05.565;05.583;0.627907
05.565;05.584;0.015504
05.565;05.585;0.015504
05.565;05.586;0.015504
05.565;05.587;0
05.565;05.588;0.015504
05.565;05.589;0.015504
05.565;05.590;0.015504
05.565;05.591;0.573643
05.565;05.592;0.565891
05.565;05.593;0.015504
05.565;05.594;0.27907
05.565;05.595;0.015504
05.565;05.596;0.007752
05.565;05.597;0.565891
05.565;05.598;0.651163
05.565;05.599;0.534884
05.565;05.600;0.015504
05.565;05.601;0
05.565;05.604;0.527132
05.565;05.607;0.015504
05.565;05.611;0
05.565;05.613;0.015504
05.565;05.614;0.550388
05.565;05.615;0
05.565;05.616;0.015504
05.565;22.400;0.015504
05.566;05.554;0.635659
05.566;05.555;0.604651
05.566;05.556;0
05.566;05.557;0.418605
05.566;05.558;0
05.566;05.559;0.434109
05.566;05.560;0
05.566;05.561;0.511628
05.566;05.562;0.395349
05.566;05.563;0.589147
05.566;05.564;0
05.566;05.565;0.651163
05.566;05.566;0
05.566;05.567;0.620155
05.566;05.568;0.317829
05.566;05.569;0.534884
05.566;05.570;0.620155
05.566;05.571;0.604651
05.566;05.572;0.651163
05.566;05.573;0.527132
05.566;05.574;0
05.566;05.575;0.651163
05.566;05.576;0
05.566;05.577;0.658915
05.566;05.578;0.682171
05.566;05.579;0.604651
05.566;05.580;0.503876
05.566;05.581;0
05.566;05.582;0.48062
05.566;05.583;0.651163
05.566;05.584;0.581395
05.566;05.585;0.426357
05.566;05.586;0.697674
05.566;05.587;0.627907
05.566;05.588;0.697674
05.566;05.589;0.697674
05.566;05.590;0.697674
05.566;05.591;0
05.566;05.592;0
05.566;05.593;0.697674
05.566;05.594;0
05.566;05.595;0.697674
05.566;05.596;0.674419
05.566;05.597;0.627907
05.566;05.598;0
05.566;05.599;0.651163
05.566;05.600;0.697674
05.566;05.601;0.581395
05.566;05.604;0.689922
05.566;05.607;0.658915
05.566;05.611;0.689922
05.566;05.613;0.697674
05.566;05.614;0.643411
05.566;05.615;0.651163
05.566;05.616;0.697674
05.566;22.400;0.697674
05.567;05.554;0
05.567;05.555;0
05.567;05.556;0.651163
05.567;05.557;0.651163
05.567;05.558;0
05.567;05.559;0.751938
05.567;05.560;0.534884
05.567;05.561;0.627907
05.567;05.562;0.728682
05.567;05.563;0
05.567;05.564;0.674419
05.567;05.565;0.666667
05.567;05.566;0.341085
05.567;05.567;0
05.567;05.568;0.333333
05.567;05.569;0.496124
05.567;05.570;0.612403
05.567;05.571;0.604651
05.567;05.572;0.697674
05.567;05.573;0.472868
05.567;05.574;0.635659
05.567;05.575;0.581395
05.567;05.576;0
05.567;05.577;0.651163
05.567;05.578;0.643411
05.567;05.579;0.527132
05.567;05.580;0.449612
05.567;05.581;0
05.567;05.582;0.426357
05.567;05.583;0.651163
05.567;05.584;0.534884
05.567;05.585;0.395349
05.567;05.586;0.635659
05.567;05.587;0
05.567;05.588;0.682171
05.567;05.589;0.674419
05.567;05.590;0.682171
05.567;05.591;0.72093
05.567;05.592;0.705426
05.567;05.593;0.651163
05.567;05.594;0
05.567;05.595;0.682171
05.567;05.596;0.658915
05.567;05.597;0.503876
05.567;05.598;0
05.567;05.599;0.496124
05.567;05.600;0.674419
05.567;05.601;0
05.567;05.604;0.682171
05.567;05.607;0.627907
05.567;05.611;0.682171
05.567;05.613;0.682171
05.567;05.614;0.589147
05.567;05.615;0.449612
05.567;05.616;0.682171
05.567;22.400;0.682171
05.568;05.554;0.689922
05.568;05.555;0
05.568;05.556;0.751938
05.568;05.557;0.728682
05.568;05.558;0.751938
05.568;05.559;0
05.568;05.560;0
05.568;05.561;0.705426
05.568;05.562;0
05.568;05.563;0.751938
05.568;05.564;0.728682
05.568;05.565;0
05.568;05.566;0
05.568;05.567;0
05.568;05.568;0
05.568;05.569;0.27907
05.568;05.570;0.310078
05.568;05.571;0.317829
05.568;05.572;0
05.568;05.573;0.24031
05.568;05.574;0.751938
05.568;05.575;0.294574
05.568;05.576;0.682171
05.568;05.577;0.341085
05.568;05.578;0.341085
05.568;05.579;0.744186
05.568;05.580;0.224806
05.568;05.581;0.751938
05.568;05.582;0.217054
05.568;05.583;0
05.568;05.584;0.310078
05.568;05.585;0.27907
05.568;05.586;0.356589
05.568;05.587;0
05.568;05.588;0.364341
05.568;05.589;0.348837
05.568;05.590;0.364341
05.568;05.591;0.751938
05.568;05.592;0.751938
05.568;05.593;0.364341
05.568;05.594;0
05.568;05.595;0.364341
05.568;05.596;0.325581
05.568;05.597;0.565891
05.568;05.598;0.728682
05.568;05.599;0.891473
05.568;05.600;0.364341
05.568;05.601;0.015504
05.568;05.604;0.341085
05.568;05.607;0.333333
05.568;05.611;0.341085
05.568;05.613;0.364341
05.568;05.614;0.697674
05.568;05.615;0.682171
05.568;05.616;0.364341
05.568;22.400;0.364341
05.569;05.554;0.364341
05.569;05.555;0.565891
05.569;05.556;0.705426
05.569;05.557;0.689922
05.569;05.558;0
05.569;05.559;0.527132
05.569;05.560;0
05.569;05.561;0.651163
05.569;05.562;0
05.569;05.563;0.72093
05.569;05.564;0.713178
05.569;05.565;0
05.569;05.566;0.503876
05.569;05.567;0
05.569;05.568;0.496124
05.569;05.569;0
05.569;05.570;0.565891
05.569;05.571;0.48062
05.569;05.572;0.705426
05.569;05.573;0.511628
05.569;05.574;0.550388
05.569;05.575;0.511628
05.569;05.576;0.75969
05.569;05.577;0.565891
05.569;05.578;0.565891
05.569;05.579;0
05.569;05.580;0.379845
05.569;05.581;0.875969
05.569;05.582;0.395349
05.569;05.583;0.767442
05.569;05.584;0.472868
05.569;05.585;0.356589
05.569;05.586;0.550388
05.569;05.587;0.899225
05.569;05.588;0.565891
05.569;05.589;0.565891
05.569;05.590;0.565891
05.569;05.591;0
05.569;05.592;0
05.569;05.593;0.565891
05.569;05.594;0.782946
05.569;05.595;0.565891
05.569;05.596;0.542636
05.569;05.597;0
05.569;05.598;0.899225
05.569;05.599;0.751938
05.569;05.600;0.565891
05.569;05.601;0
05.569;05.604;0.565891
05.569;05.607;0.527132
05.569;05.611;0.565891
05.569;05.613;0.565891
05.569;05.614;0
05.569;05.615;0
05.569;05.616;0.565891
05.569;22.400;0.565891
05.570;05.554;0.790698
05.570;05.555;0
05.570;05.556;0.813953
05.570;05.557;0.79845
05.570;05.558;0.75969
05.570;05.559;0.906977
05.570;05.560;0
05.570;05.561;0
05.570;05.562;0.914729
05.570;05.563;0.868217
05.570;05.564;0
05.570;05.565;0.542636
05.570;05.566;0.550388
05.570;05.567;0
05.570;05.568;0.465116
05.570;05.569;0.465116
05.570;05.570;0
05.570;05.571;0.581395
05.570;05.572;0.488372
05.570;05.573;0.527132
05.570;05.574;0.542636
05.570;05.575;0.596899
05.570;05.576;0.426357
05.570;05.577;0.682171
05.570;05.578;0.651163
05.570;05.579;0
05.570;05.580;0.465116
05.570;05.581;0.44186
05.570;05.582;0.48062
05.570;05.583;0
05.570;05.584;0.55814
05.570;05.585;0.44186
05.570;05.586;0.635659
05.570;05.587;0.465116
05.570;05.588;0.705426
05.570;05.589;0.674419
05.570;05.590;0.705426
05.570;05.591;0
05.570;05.592;0.51938
05.570;05.593;0.651163
05.570;05.594;0.488372
05.570;05.595;0.705426
05.570;05.596;0.674419
05.570;05.597;0
05.570;05.598;0.364341
05.570;05.599;0
05.570;05.600;0.674419
05.570;05.601;0.317829
05.570;05.604;0.705426
05.570;05.607;0.627907
05.570;05.611;0.689922
05.570;05.613;0.705426
05.570;05.614;0
05.570;05.615;0.395349
05.570;05.616;0.705426
05.570;22.400;0.705426
05.571;05.554;0.286822
05.571;05.555;0.472868
05.571;05.556;0
05.571;05.557;0.542636
05.571;05.558;0.511628
05.571;05.559;0.565891
05.571;05.560;0
05.571;05.561;0
05.571;05.562;0.488372
05.571;05.563;0
05.571;05.564;0.565891
05.571;05.565;0.511628
05.571;05.566;0
05.571;05.567;0
05.571;05.568;0
05.571;05.569;0.511628
05.571;05.570;0
05.571;05.571;0
05.571;05.572;0.465116
05.571;05.573;0.457364
05.571;05.574;0.527132
05.571;05.575;0.55814
05.571;05.576;0.565891
05.571;05.577;0.620155
05.571;05.578;0.620155
05.571;05.579;0
05.571;05.580;0.434109
05.571;05.581;0
05.571;05.582;0.426357
05.571;05.583;0.565891
05.571;05.584;0.55814
05.571;05.585;0.418605
05.571;05.586;0.651163
05.571;05.587;0.565891
05.571;05.588;0.689922
05.571;05.589;0.674419
05.571;05.590;0.689922
05.571;05.591;0
05.571;05.592;0.705426
05.571;05.593;0.666667
05.571;05.594;0.007752
05.571;05.595;0.689922
05.571;05.596;0.643411
05.571;05.597;0.550388
05.571;05.598;0.542636
05.571;05.599;0.302326
05.571;05.600;0.689922
05.571;05.601;0.565891
05.571;05.604;0.651163
05.571;05.607;0.666667
05.571;05.611;0.651163
05.571;05.613;0.689922
05.571;05.614;0.635659
05.571;05.615;0.542636
05.571;05.616;0.689922
05.571;22.400;0.689922
05.572;05.554;0
05.572;05.555;0.527132
05.572;05.556;0
05.572;05.557;0.527132
05.572;05.558;0
05.572;05.559;0.612403
05.572;05.560;0.581395
05.572;05.561;0
05.572;05.562;0.395349
05.572;05.563;0
05.572;05.564;0.410853
05.572;05.565;0
05.572;05.566;0.581395
05.572;05.567;0.465116
05.572;05.568;0.612403
05.572;05.569;0
05.572;05.570;0.728682
05.572;05.571;0.620155
05.572;05.572;0
05.572;05.573;0
05.572;05.574;0
05.572;05.575;0.635659
05.572;05.576;0
05.572;05.577;0.728682
05.572;05.578;0.604651
05.572;05.579;0
05.572;05.580;0
05.572;05.581;0
05.572;05.582;0.643411
05.572;05.583;0
05.572;05.584;0.635659
05.572;05.585;0.651163
05.572;05.586;0.620155
05.572;05.587;0.728682
05.572;05.588;0
05.572;05.589;0
05.572;05.590;0.728682
05.572;05.591;0.689922
05.572;05.592;0
05.572;05.593;0.015504
05.572;05.594;0.674419
05.572;05.595;0.658915
05.572;05.596;0.348837
05.572;05.597;0.542636
05.572;05.598;0.682171
05.572;05.599;0.666667
05.572;05.600;0
05.572;05.601;0.503876
05.572;05.604;0
05.572;05.607;0.627907
05.572;05.611;0
05.572;05.613;0.697674
05.572;05.614;0.689922
05.572;05.615;0
05.572;05.616;0.488372
05.572;22.400;0
05.573;05.554;0.488372
05.573;05.555;0
05.573;05.556;0.682171
05.573;05.557;0.534884
05.573;05.558;0.736434
05.573;05.559;0
05.573;05.560;0.852713
05.573;05.561;0.744186
05.573;05.562;0.875969
05.573;05.563;0
05.573;05.564;0
05.573;05.565;0.75969
05.573;05.566;0
05.573;05.567;0.875969
05.573;05.568;0.728682
05.573;05.569;0
05.573;05.570;0
05.573;05.571;0
05.573;05.572;0.767442
05.573;05.573;0
05.573;05.574;0.790698
05.573;05.575;0.503876
05.573;05.576;0.775194
05.573;05.577;0.527132
05.573;05.578;0.527132
05.573;05.579;0.736434
05.573;05.580;0.372093
05.573;05.581;0.883721
05.573;05.582;0.372093
05.573;05.583;0
05.573;05.584;0.44186
05.573;05.585;0.341085
05.573;05.586;0.527132
05.573;05.587;0
05.573;05.588;0.527132
05.573;05.589;0.527132
05.573;05.590;0.527132
05.573;05.591;0.891473
05.573;05.592;0.844961
05.573;05.593;0.527132
05.573;05.594;0
05.573;05.595;0.527132
05.573;05.596;0.503876
05.573;05.597;0
05.573;05.598;0
05.573;05.599;0
05.573;05.600;0.527132
05.573;05.601;0
05.573;05.604;0.527132
05.573;05.607;0.488372
05.573;05.611;0.527132
05.573;05.613;0.527132
05.573;05.614;0
05.573;05.615;0
05.573;05.616;0.527132
05.573;22.400;0.527132
05.574;05.554;0.007752
