subject_code_1;subject_code_2;overlap_data
05.565;05.570;0.80916
05.565;05.571;0.793893
05.565;05.572;0
05.565;05.573;0.748092
05.565;05.574;0
05.565;05.575;0
05.565;05.576;0.748092
05.565;05.577;0.801527
05.565;05.578;0
05.565;05.579;0
05.565;05.580;0.80916
05.565;05.581;0.80916
05.565;05.582;0
05.565;05.583;0.656489
05.565;05.584;0.725191
05.565;05.585;0.633588
05.565;05.586;0.671756
05.565;05.587;0.70229
05.565;05.588;0
05.565;05.589;0.648855
05.565;05.590;0.633588
05.565;05.591;0.351145
05.565;05.592;0.564885
05.565;05.593;0.687023
05.565;05.594;0.625954
05.565;05.595;0
05.565;05.596;0.519084
05.565;05.597;0.664122
05.565;05.598;0.625954
05.565;05.599;0.717557
05.565;05.600;0
05.565;05.601;0
05.565;05.604;0.496183
05.565;05.607;0
05.565;05.611;0.679389
05.565;05.613;0.48855
05.565;05.614;0.625954
05.565;05.615;0.679389
05.565;05.616;0.435115
05.565;22.400;0.664122
05.566;05.554;0.725191
05.566;05.555;0
05.566;05.556;0.671756
05.566;05.557;0
05.566;05.558;0.694656
05.566;05.559;0.694656
05.566;05.560;0
05.566;05.561;0
05.566;05.562;0
05.566;05.563;0
05.566;05.564;0.679389
05.566;05.565;0.725191
05.566;05.566;0
05.566;05.567;0.572519
05.566;05.568;0.335878
05.566;05.569;0.534351
05.566;05.570;0.610687
05.566;05.571;0.610687
05.566;05.572;0
05.566;05.573;0.519084
05.566;05.574;0.587786
05.566;05.575;0.641221
05.566;05.576;0.687023
05.566;05.577;0.709924
05.566;05.578;0
05.566;05.579;0.496183
05.566;05.580;0
05.566;05.581;0.687023
05.566;05.582;0.473282
05.566;05.583;0.664122
05.566;05.584;0.664122
05.566;05.585;0.427481
05.566;05.586;0.687023
05.566;05.587;0.687023
05.566;05.588;0.717557
05.566;05.589;0.687023
05.566;05.590;0.725191
05.566;05.591;0.625954
05.566;05.592;0.618321
05.566;05.593;0
05.566;05.594;0
05.566;05.595;0.725191
05.566;05.596;0.725191
05.566;05.597;0.641221
05.566;05.598;0.687023
05.566;05.599;0.687023
05.566;05.600;0
05.566;05.601;0.687023
05.566;05.604;0.656489
05.566;05.607;0.587786
05.566;05.611;0.679389
05.566;05.613;0.687023
05.566;05.614;0.603053
05.566;05.615;0.633588
05.566;05.616;0.687023
05.566;22.400;0.687023
05.567;05.554;0
05.567;05.555;0.580153
05.567;05.556;0.580153
05.567;05.557;0.351145
05.567;05.558;0.51145
05.567;05.559;0.633588
05.567;05.560;0.557252
05.567;05.561;0
05.567;05.562;0.465649
05.567;05.563;0.610687
05.567;05.564;0.557252
05.567;05.565;0.648855
05.567;05.566;0
05.567;05.567;0
05.567;05.568;0.351145
05.567;05.569;0.51145
05.567;05.570;0.618321
05.567;05.571;0.557252
05.567;05.572;0.48855
05.567;05.573;0.465649
05.567;05.574;0.59542
05.567;05.575;0.549618
05.567;05.576;0.633588
05.567;05.577;0
05.567;05.578;0.610687
05.567;05.579;0.442748
05.567;05.580;0.435115
05.567;05.581;0.603053
05.567;05.582;0.435115
05.567;05.583;0.549618
05.567;05.584;0.603053
05.567;05.585;0.381679
05.567;05.586;0.587786
05.567;05.587;0.633588
05.567;05.588;0.557252
05.567;05.589;0.59542
05.567;05.590;0.610687
05.567;05.591;0.633588
05.567;05.592;0.625954
05.567;05.593;0.427481
05.567;05.594;0.59542
05.567;05.595;0.656489
05.567;05.596;0
05.567;05.597;0.587786
05.567;05.598;0.633588
05.567;05.599;0.633588
05.567;05.600;0.603053
05.567;05.601;0.633588
05.567;05.604;0
05.567;05.607;0.641221
05.567;05.611;0.633588
05.567;05.613;0.633588
05.567;05.614;0.641221
05.567;05.615;0
05.567;05.616;0.633588
05.567;22.400;0.633588
05.568;05.554;0
05.568;05.555;0
05.568;05.556;0
05.568;05.557;0.610687
05.568;05.558;0.656489
05.568;05.559;0.656489
05.568;05.560;0
05.568;05.561;0.641221
05.568;05.562;0
05.568;05.563;0
05.568;05.564;0.648855
05.568;05.565;0.656489
05.568;05.566;0
05.568;05.567;0
05.568;05.568;0
05.568;05.569;0.29771
05.568;05.570;0.335878
05.568;05.571;0.328244
05.568;05.572;0.656489
05.568;05.573;0.267176
05.568;05.574;0.312977
05.568;05.575;0.312977
05.568;05.576;0.374046
05.568;05.577;0
05.568;05.578;0.664122
05.568;05.579;0.251908
05.568;05.580;0.717557
05.568;05.581;0.374046
05.568;05.582;0.251908
05.568;05.583;0.335878
05.568;05.584;0.358779
05.568;05.585;0.29771
05.568;05.586;0.374046
05.568;05.587;0.374046
05.568;05.588;0.877863
05.568;05.589;0.374046
05.568;05.590;0
05.568;05.591;0.351145
05.568;05.592;0.343511
05.568;05.593;0.687023
05.568;05.594;0.633588
05.568;05.595;0.374046
05.568;05.596;0.564885
05.568;05.597;0.335878
05.568;05.598;0.374046
05.568;05.599;0.374046
05.568;05.600;0.694656
05.568;05.601;0.374046
05.568;05.604;0.694656
05.568;05.607;0
05.568;05.611;0.351145
05.568;05.613;0.374046
05.568;05.614;0.519084
05.568;05.615;0.709924
05.568;05.616;0.374046
05.568;22.400;0.374046
05.569;05.554;0.641221
05.569;05.555;0.847328
05.569;05.556;0
05.569;05.557;0
05.569;05.558;0.496183
05.569;05.559;0
05.569;05.560;0.80916
05.569;05.561;0.48855
05.569;05.562;0.755725
05.569;05.563;0.770992
05.569;05.564;0.541985
05.569;05.565;0.748092
05.569;05.566;0.862595
05.569;05.567;0
05.569;05.568;0.770992
05.569;05.569;0
05.569;05.570;0.564885
05.569;05.571;0.48855
05.569;05.572;0.694656
05.569;05.573;0.51145
05.569;05.574;0.564885
05.569;05.575;0.51145
05.569;05.576;0.564885
05.569;05.577;0.70229
05.569;05.578;0
05.569;05.579;0.40458
05.569;05.580;0
05.569;05.581;0.564885
05.569;05.582;0.396947
05.569;05.583;0.51145
05.569;05.584;0.549618
05.569;05.585;0.351145
05.569;05.586;0.549618
05.569;05.587;0.564885
05.569;05.588;0
05.569;05.589;0.557252
05.569;05.590;0
05.569;05.591;0.564885
05.569;05.592;0.564885
05.569;05.593;0.847328
05.569;05.594;0.900763
05.569;05.595;0.824427
05.569;05.596;0
05.569;05.597;0.519084
05.569;05.598;0.564885
05.569;05.599;0.564885
05.569;05.600;0.816794
05.569;05.601;0.564885
05.569;05.604;0
05.569;05.607;0
05.569;05.611;0.564885
05.569;05.613;0.564885
05.569;05.614;0.748092
05.569;05.615;0.89313
05.569;05.616;0.564885
05.569;22.400;0.564885
05.570;05.554;0
05.570;05.555;0
05.570;05.556;0.900763
05.570;05.557;0.900763
05.570;05.558;0
05.570;05.559;0.580153
05.570;05.560;0.648855
05.570;05.561;0
05.570;05.562;0.564885
05.570;05.563;0.572519
05.570;05.564;0.305344
05.570;05.565;0.48855
05.570;05.566;0.618321
05.570;05.567;0.534351
05.570;05.568;0
05.570;05.569;0.450382
05.570;05.570;0
05.570;05.571;0.587786
05.570;05.572;0.564885
05.570;05.573;0.519084
05.570;05.574;0.671756
05.570;05.575;0.587786
05.570;05.576;0.679389
05.570;05.577;0.625954
05.570;05.578;0
05.570;05.579;0.480916
05.570;05.580;0
05.570;05.581;0.641221
05.570;05.582;0.473282
05.570;05.583;0.587786
05.570;05.584;0.641221
05.570;05.585;0.427481
05.570;05.586;0.625954
05.570;05.587;0.694656
05.570;05.588;0.473282
05.570;05.589;0.633588
05.570;05.590;0
05.570;05.591;0.679389
05.570;05.592;0.694656
05.570;05.593;0.587786
05.570;05.594;0.412214
05.570;05.595;0.564885
05.570;05.596;0.59542
05.570;05.597;0.648855
05.570;05.598;0.694656
05.570;05.599;0.694656
05.570;05.600;0.366412
05.570;05.601;0.671756
05.570;05.604;0.572519
05.570;05.607;0.641221
05.570;05.611;0.679389
05.570;05.613;0.694656
05.570;05.614;0
05.570;05.615;0.580153
05.570;05.616;0.694656
05.570;22.400;0.694656
05.571;05.554;0
05.571;05.555;0.618321
05.571;05.556;0.625954
05.571;05.557;0
05.571;05.558;0
05.571;05.559;0
05.571;05.560;0
05.571;05.561;0.618321
05.571;05.562;0.664122
05.571;05.563;0.664122
05.571;05.564;0
05.571;05.565;0.618321
05.571;05.566;0
05.571;05.567;0
05.571;05.568;0.625954
05.571;05.569;0.664122
05.571;05.570;0
05.571;05.571;0
05.571;05.572;0.664122
05.571;05.573;0.465649
05.571;05.574;0.564885
05.571;05.575;0.564885
05.571;05.576;0.694656
05.571;05.577;0.664122
05.571;05.578;0
05.571;05.579;0.419847
05.571;05.580;0.694656
05.571;05.581;0.671756
05.571;05.582;0.427481
05.571;05.583;0.618321
05.571;05.584;0.679389
05.571;05.585;0.427481
05.571;05.586;0.656489
05.571;05.587;0.694656
05.571;05.588;0
05.571;05.589;0.664122
05.571;05.590;0.633588
05.571;05.591;0.603053
05.571;05.592;0.59542
05.571;05.593;0.580153
05.571;05.594;0.335878
05.571;05.595;0.541985
05.571;05.596;0.633588
05.571;05.597;0.687023
05.571;05.598;0.694656
05.571;05.599;0.694656
05.571;05.600;0.641221
05.571;05.601;0.694656
05.571;05.604;0
05.571;05.607;0.48855
05.571;05.611;0.656489
05.571;05.613;0.694656
05.571;05.614;0.610687
05.571;05.615;0.587786
05.571;05.616;0.694656
05.571;22.400;0.694656
05.572;05.554;0.709924
05.572;05.555;0
05.572;05.556;0
05.572;05.557;0.442748
05.572;05.558;0
05.572;05.559;0.671756
05.572;05.560;0.442748
05.572;05.561;0.618321
05.572;05.562;0.671756
05.572;05.563;0.40458
05.572;05.564;0.656489
05.572;05.565;0.717557
05.572;05.566;0
05.572;05.567;0.664122
05.572;05.568;0
05.572;05.569;0.641221
05.572;05.570;0.641221
05.572;05.571;0
05.572;05.572;0
05.572;05.573;0
05.572;05.574;0
05.572;05.575;0.687023
05.572;05.576;0.717557
05.572;05.577;0.717557
05.572;05.578;0
05.572;05.579;0.70229
05.572;05.580;0
05.572;05.581;0
05.572;05.582;0.694656
05.572;05.583;0.717557
05.572;05.584;0
05.572;05.585;0
05.572;05.586;0.717557
05.572;05.587;0.717557
05.572;05.588;0
05.572;05.589;0
05.572;05.590;0.664122
05.572;05.591;0.610687
05.572;05.592;0.366412
05.572;05.593;0.549618
05.572;05.594;0.671756
05.572;05.595;0.671756
05.572;05.596;0
05.572;05.597;0.503817
05.572;05.598;0.687023
05.572;05.599;0.618321
05.572;05.600;0.824427
05.572;05.601;0
05.572;05.604;0
05.572;05.607;0.480916
05.572;05.611;0
05.572;05.613;0.78626
05.572;05.614;0.473282
05.572;05.615;0.732824
05.572;05.616;0.748092
05.572;22.400;0.519084
05.573;05.554;0.725191
05.573;05.555;0.839695
05.573;05.556;0
05.573;05.557;0.748092
05.573;05.558;0
05.573;05.559;0.671756
05.573;05.560;0.679389
05.573;05.561;0
05.573;05.562;0
05.573;05.563;0
05.573;05.564;0
05.573;05.565;0.824427
05.573;05.566;0.877863
05.573;05.567;0.801527
05.573;05.568;0
05.573;05.569;0.793893
05.573;05.570;0
05.573;05.571;0
05.573;05.572;0.725191
05.573;05.573;0
05.573;05.574;0.519084
05.573;05.575;0.496183
05.573;05.576;0.519084
05.573;05.577;0
05.573;05.578;0
05.573;05.579;0.389313
05.573;05.580;0.877863
05.573;05.581;0.519084
05.573;05.582;0.366412
05.573;05.583;0.496183
05.573;05.584;0.51145
05.573;05.585;0.335878
05.573;05.586;0.519084
05.573;05.587;0.519084
05.573;05.588;0.877863
05.573;05.589;0.519084
05.573;05.590;0
05.573;05.591;0.519084
05.573;05.592;0.519084
05.573;05.593;0
05.573;05.594;0
05.573;05.595;0
05.573;05.596;0
05.573;05.597;0.48855
05.573;05.598;0.519084
05.573;05.599;0.519084
05.573;05.600;0
05.573;05.601;0.519084
05.573;05.604;0
05.573;05.607;0
05.573;05.611;0.519084
05.573;05.613;0.519084
05.573;05.614;0
05.573;05.615;0
05.573;05.616;0.519084
05.573;22.400;0.519084
05.574;05.554;0
05.574;05.555;0
